# second T derivative of pressure for QED , [d2p^{(n)}/dT2] = MeV^2 (n = order of perturbative correction)
# results from Escudero, Jackson, Laine and Sandner ArXiv:2511.04747 with me = 0.51099895 MeV, alpha = 1/137.035999084
# columns: T_ga [MeV],   d2p^{(0)}/dT2,   d2p^{(2)non-log}/dT2,   d2p^{(2)log}/dT2,   d2p^{(3)}/dT2,   d2p^{(4)}/dT2,   d2p^{(5)}/dT2
 2.605337432789e+01   +4.266387649038e+04   -1.2966e+01   +6.2086e-05   +1.1547e+00   -1.1460e-01   +8.9376e-03
 2.607680187676e+01   +4.277907387091e+04   -1.2989e+01   +6.2086e-05   +1.1567e+00   -1.1482e-01   +8.9561e-03
 2.610025049200e+01   +4.289458229396e+04   -1.3012e+01   +6.2086e-05   +1.1588e+00   -1.1504e-01   +8.9746e-03
 2.612372019256e+01   +4.301040259937e+04   -1.3036e+01   +6.2086e-05   +1.1609e+00   -1.1527e-01   +8.9932e-03
 2.614721099739e+01   +4.312653562924e+04   -1.3059e+01   +6.2086e-05   +1.1630e+00   -1.1550e-01   +9.0118e-03
 2.617072292547e+01   +4.324298222795e+04   -1.3083e+01   +6.2086e-05   +1.1651e+00   -1.1572e-01   +9.0304e-03
 2.619425599580e+01   +4.335974324216e+04   -1.3106e+01   +6.2086e-05   +1.1672e+00   -1.1595e-01   +9.0491e-03
 2.621781022738e+01   +4.347681952081e+04   -1.3130e+01   +6.2086e-05   +1.1693e+00   -1.1617e-01   +9.0678e-03
 2.624138563925e+01   +4.359421191514e+04   -1.3153e+01   +6.2086e-05   +1.1714e+00   -1.1640e-01   +9.0866e-03
 2.626498225045e+01   +4.371192127869e+04   -1.3177e+01   +6.2085e-05   +1.1735e+00   -1.1663e-01   +9.1054e-03
 2.628860008005e+01   +4.382994846729e+04   -1.3201e+01   +6.2085e-05   +1.1756e+00   -1.1686e-01   +9.1242e-03
 2.631223914711e+01   +4.394829433910e+04   -1.3225e+01   +6.2085e-05   +1.1777e+00   -1.1709e-01   +9.1431e-03
 2.633589947075e+01   +4.406695975459e+04   -1.3248e+01   +6.2085e-05   +1.1798e+00   -1.1732e-01   +9.1620e-03
 2.635958107008e+01   +4.418594557654e+04   -1.3272e+01   +6.2085e-05   +1.1820e+00   -1.1754e-01   +9.1810e-03
 2.638328396422e+01   +4.430525267007e+04   -1.3296e+01   +6.2085e-05   +1.1841e+00   -1.1778e-01   +9.2000e-03
 2.640700817233e+01   +4.442488190265e+04   -1.3320e+01   +6.2085e-05   +1.1862e+00   -1.1801e-01   +9.2190e-03
 2.643075371356e+01   +4.454483414407e+04   -1.3344e+01   +6.2085e-05   +1.1884e+00   -1.1824e-01   +9.2381e-03
 2.645452060712e+01   +4.466511026647e+04   -1.3368e+01   +6.2085e-05   +1.1905e+00   -1.1847e-01   +9.2572e-03
 2.647830887218e+01   +4.478571114437e+04   -1.3392e+01   +6.2085e-05   +1.1926e+00   -1.1870e-01   +9.2763e-03
 2.650211852798e+01   +4.490663765462e+04   -1.3416e+01   +6.2085e-05   +1.1948e+00   -1.1893e-01   +9.2955e-03
 2.652594959374e+01   +4.502789067646e+04   -1.3440e+01   +6.2085e-05   +1.1969e+00   -1.1916e-01   +9.3147e-03
 2.654980208872e+01   +4.514947109149e+04   -1.3465e+01   +6.2085e-05   +1.1991e+00   -1.1940e-01   +9.3340e-03
 2.657367603220e+01   +4.527137978369e+04   -1.3489e+01   +6.2085e-05   +1.2012e+00   -1.1963e-01   +9.3533e-03
 2.659757144344e+01   +4.539361763944e+04   -1.3513e+01   +6.2085e-05   +1.2034e+00   -1.1987e-01   +9.3726e-03
 2.662148834177e+01   +4.551618554750e+04   -1.3537e+01   +6.2084e-05   +1.2056e+00   -1.2010e-01   +9.3920e-03
 2.664542674649e+01   +4.563908439904e+04   -1.3562e+01   +6.2084e-05   +1.2077e+00   -1.2033e-01   +9.4114e-03
 2.666938667696e+01   +4.576231508762e+04   -1.3586e+01   +6.2084e-05   +1.2099e+00   -1.2057e-01   +9.4309e-03
 2.669336815252e+01   +4.588587850925e+04   -1.3611e+01   +6.2084e-05   +1.2121e+00   -1.2081e-01   +9.4504e-03
 2.671737119255e+01   +4.600977556230e+04   -1.3635e+01   +6.2084e-05   +1.2143e+00   -1.2104e-01   +9.4699e-03
 2.674139581644e+01   +4.613400714763e+04   -1.3660e+01   +6.2084e-05   +1.2165e+00   -1.2128e-01   +9.4895e-03
 2.676544204360e+01   +4.625857416848e+04   -1.3684e+01   +6.2084e-05   +1.2186e+00   -1.2152e-01   +9.5091e-03
 2.678950989345e+01   +4.638347753056e+04   -1.3709e+01   +6.2084e-05   +1.2208e+00   -1.2176e-01   +9.5288e-03
 2.681359938544e+01   +4.650871814201e+04   -1.3733e+01   +6.2084e-05   +1.2230e+00   -1.2199e-01   +9.5485e-03
 2.683771053903e+01   +4.663429691343e+04   -1.3758e+01   +6.2084e-05   +1.2252e+00   -1.2223e-01   +9.5682e-03
 2.686184337370e+01   +4.676021475788e+04   -1.3783e+01   +6.2084e-05   +1.2274e+00   -1.2247e-01   +9.5880e-03
 2.688599790894e+01   +4.688647259088e+04   -1.3808e+01   +6.2084e-05   +1.2296e+00   -1.2271e-01   +9.6078e-03
 2.691017416427e+01   +4.701307133042e+04   -1.3833e+01   +6.2084e-05   +1.2318e+00   -1.2295e-01   +9.6277e-03
 2.693437215922e+01   +4.714001189697e+04   -1.3857e+01   +6.2084e-05   +1.2341e+00   -1.2319e-01   +9.6476e-03
 2.695859191333e+01   +4.726729521350e+04   -1.3883e+01   +6.2084e-05   +1.2363e+00   -1.2343e-01   +9.6675e-03
 2.698283344618e+01   +4.739492220544e+04   -1.3907e+01   +6.2083e-05   +1.2385e+00   -1.2367e-01   +9.6875e-03
 2.700709677734e+01   +4.752289380076e+04   -1.3932e+01   +6.2083e-05   +1.2407e+00   -1.2391e-01   +9.7075e-03
 2.703138192642e+01   +4.765121092990e+04   -1.3957e+01   +6.2083e-05   +1.2430e+00   -1.2416e-01   +9.7276e-03
 2.705568891304e+01   +4.777987452584e+04   -1.3983e+01   +6.2083e-05   +1.2452e+00   -1.2440e-01   +9.7477e-03
 2.708001775683e+01   +4.790888552405e+04   -1.4008e+01   +6.2083e-05   +1.2474e+00   -1.2464e-01   +9.7678e-03
 2.710436847745e+01   +4.803824486255e+04   -1.4033e+01   +6.2083e-05   +1.2497e+00   -1.2489e-01   +9.7880e-03
 2.712874109456e+01   +4.816795348187e+04   -1.4058e+01   +6.2083e-05   +1.2519e+00   -1.2513e-01   +9.8082e-03
 2.715313562787e+01   +4.829801232512e+04   -1.4084e+01   +6.2083e-05   +1.2542e+00   -1.2538e-01   +9.8285e-03
 2.717755209707e+01   +4.842842233790e+04   -1.4109e+01   +6.2083e-05   +1.2565e+00   -1.2562e-01   +9.8488e-03
 2.720199052190e+01   +4.855918446842e+04   -1.4134e+01   +6.2083e-05   +1.2587e+00   -1.2587e-01   +9.8692e-03
 2.722645092208e+01   +4.869029966741e+04   -1.4160e+01   +6.2083e-05   +1.2610e+00   -1.2611e-01   +9.8895e-03
 2.725093331740e+01   +4.882176888817e+04   -1.4185e+01   +6.2083e-05   +1.2632e+00   -1.2636e-01   +9.9100e-03
 2.727543772761e+01   +4.895359308661e+04   -1.4211e+01   +6.2083e-05   +1.2655e+00   -1.2661e-01   +9.9305e-03
 2.729996417253e+01   +4.908577322117e+04   -1.4236e+01   +6.2083e-05   +1.2678e+00   -1.2685e-01   +9.9510e-03
 2.732451267196e+01   +4.921831025292e+04   -1.4262e+01   +6.2082e-05   +1.2701e+00   -1.2710e-01   +9.9715e-03
 2.734908324573e+01   +4.935120514550e+04   -1.4288e+01   +6.2082e-05   +1.2724e+00   -1.2735e-01   +9.9921e-03
 2.737367591370e+01   +4.948445886517e+04   -1.4313e+01   +6.2082e-05   +1.2747e+00   -1.2760e-01   +1.0013e-02
 2.739829069573e+01   +4.961807238078e+04   -1.4339e+01   +6.2082e-05   +1.2770e+00   -1.2785e-01   +1.0033e-02
 2.742292761171e+01   +4.975204666380e+04   -1.4365e+01   +6.2082e-05   +1.2792e+00   -1.2810e-01   +1.0054e-02
 2.744758668154e+01   +4.988638268834e+04   -1.4391e+01   +6.2082e-05   +1.2815e+00   -1.2835e-01   +1.0075e-02
 2.747226792513e+01   +5.002108143112e+04   -1.4417e+01   +6.2082e-05   +1.2838e+00   -1.2860e-01   +1.0096e-02
 2.749697136244e+01   +5.015614387150e+04   -1.4443e+01   +6.2082e-05   +1.2862e+00   -1.2885e-01   +1.0117e-02
 2.752169701342e+01   +5.029157099151e+04   -1.4469e+01   +6.2082e-05   +1.2885e+00   -1.2911e-01   +1.0138e-02
 2.754644489804e+01   +5.042736377580e+04   -1.4495e+01   +6.2082e-05   +1.2908e+00   -1.2936e-01   +1.0158e-02
 2.757121503629e+01   +5.056352321168e+04   -1.4521e+01   +6.2082e-05   +1.2931e+00   -1.2961e-01   +1.0179e-02
 2.759600744819e+01   +5.070005028915e+04   -1.4547e+01   +6.2082e-05   +1.2954e+00   -1.2987e-01   +1.0200e-02
 2.762082215376e+01   +5.083694600086e+04   -1.4573e+01   +6.2082e-05   +1.2978e+00   -1.3012e-01   +1.0221e-02
 2.764565917305e+01   +5.097421134216e+04   -1.4599e+01   +6.2081e-05   +1.3001e+00   -1.3037e-01   +1.0243e-02
 2.767051852613e+01   +5.111184731106e+04   -1.4626e+01   +6.2081e-05   +1.3025e+00   -1.3063e-01   +1.0264e-02
 2.769540023308e+01   +5.124985490830e+04   -1.4652e+01   +6.2081e-05   +1.3048e+00   -1.3088e-01   +1.0285e-02
 2.772030431400e+01   +5.138823513729e+04   -1.4678e+01   +6.2081e-05   +1.3071e+00   -1.3114e-01   +1.0306e-02
 2.774523078900e+01   +5.152698900416e+04   -1.4705e+01   +6.2081e-05   +1.3095e+00   -1.3140e-01   +1.0327e-02
 2.777017967824e+01   +5.166611751778e+04   -1.4731e+01   +6.2081e-05   +1.3118e+00   -1.3165e-01   +1.0349e-02
 2.779515100185e+01   +5.180562168970e+04   -1.4758e+01   +6.2081e-05   +1.3142e+00   -1.3191e-01   +1.0370e-02
 2.782014478002e+01   +5.194550253423e+04   -1.4784e+01   +6.2081e-05   +1.3166e+00   -1.3217e-01   +1.0391e-02
 2.784516103293e+01   +5.208576106842e+04   -1.4811e+01   +6.2081e-05   +1.3189e+00   -1.3243e-01   +1.0413e-02
 2.787019978080e+01   +5.222639831205e+04   -1.4837e+01   +6.2081e-05   +1.3213e+00   -1.3269e-01   +1.0434e-02
 2.789526104385e+01   +5.236741528768e+04   -1.4864e+01   +6.2081e-05   +1.3237e+00   -1.3295e-01   +1.0456e-02
 2.792034484233e+01   +5.250881302059e+04   -1.4891e+01   +6.2081e-05   +1.3261e+00   -1.3320e-01   +1.0478e-02
 2.794545119650e+01   +5.265059253887e+04   -1.4918e+01   +6.2081e-05   +1.3285e+00   -1.3347e-01   +1.0499e-02
 2.797058012665e+01   +5.279275487336e+04   -1.4944e+01   +6.2081e-05   +1.3309e+00   -1.3373e-01   +1.0521e-02
 2.799573165307e+01   +5.293530105770e+04   -1.4971e+01   +6.2081e-05   +1.3332e+00   -1.3399e-01   +1.0543e-02
 2.802090579609e+01   +5.307823212830e+04   -1.4998e+01   +6.2080e-05   +1.3356e+00   -1.3425e-01   +1.0564e-02
 2.804610257604e+01   +5.322154912438e+04   -1.5025e+01   +6.2080e-05   +1.3380e+00   -1.3451e-01   +1.0586e-02
 2.807132201328e+01   +5.336525308798e+04   -1.5052e+01   +6.2080e-05   +1.3404e+00   -1.3478e-01   +1.0608e-02
 2.809656412818e+01   +5.350934506394e+04   -1.5079e+01   +6.2080e-05   +1.3429e+00   -1.3504e-01   +1.0630e-02
 2.812182894113e+01   +5.365382609990e+04   -1.5107e+01   +6.2080e-05   +1.3453e+00   -1.3530e-01   +1.0652e-02
 2.814711647255e+01   +5.379869724637e+04   -1.5134e+01   +6.2080e-05   +1.3477e+00   -1.3557e-01   +1.0674e-02
 2.817242674286e+01   +5.394395955667e+04   -1.5161e+01   +6.2080e-05   +1.3501e+00   -1.3583e-01   +1.0696e-02
 2.819775977251e+01   +5.408961408698e+04   -1.5188e+01   +6.2080e-05   +1.3525e+00   -1.3610e-01   +1.0718e-02
 2.822311558196e+01   +5.423566189630e+04   -1.5216e+01   +6.2080e-05   +1.3550e+00   -1.3636e-01   +1.0740e-02
 2.824849419171e+01   +5.438210404653e+04   -1.5243e+01   +6.2080e-05   +1.3574e+00   -1.3663e-01   +1.0762e-02
 2.827389562224e+01   +5.452894160242e+04   -1.5270e+01   +6.2080e-05   +1.3599e+00   -1.3690e-01   +1.0784e-02
 2.829931989409e+01   +5.467617563158e+04   -1.5298e+01   +6.2080e-05   +1.3623e+00   -1.3717e-01   +1.0807e-02
 2.832476702779e+01   +5.482380720452e+04   -1.5325e+01   +6.2080e-05   +1.3648e+00   -1.3743e-01   +1.0829e-02
 2.835023704389e+01   +5.497183739465e+04   -1.5353e+01   +6.2080e-05   +1.3672e+00   -1.3770e-01   +1.0851e-02
 2.837572996299e+01   +5.512026727825e+04   -1.5380e+01   +6.2080e-05   +1.3697e+00   -1.3797e-01   +1.0874e-02
 2.840124580566e+01   +5.526909793452e+04   -1.5408e+01   +6.2080e-05   +1.3721e+00   -1.3824e-01   +1.0896e-02
 2.842678459252e+01   +5.541833044559e+04   -1.5436e+01   +6.2079e-05   +1.3746e+00   -1.3851e-01   +1.0918e-02
 2.845234634422e+01   +5.556796589649e+04   -1.5464e+01   +6.2079e-05   +1.3771e+00   -1.3878e-01   +1.0941e-02
 2.847793108138e+01   +5.571800537518e+04   -1.5492e+01   +6.2079e-05   +1.3796e+00   -1.3905e-01   +1.0964e-02
 2.850353882469e+01   +5.586844997257e+04   -1.5519e+01   +6.2079e-05   +1.3821e+00   -1.3933e-01   +1.0986e-02
 2.852916959483e+01   +5.601930078251e+04   -1.5547e+01   +6.2079e-05   +1.3845e+00   -1.3960e-01   +1.1009e-02
 2.855482341251e+01   +5.617055890180e+04   -1.5575e+01   +6.2079e-05   +1.3870e+00   -1.3987e-01   +1.1032e-02
 2.858050029845e+01   +5.632222543020e+04   -1.5603e+01   +6.2079e-05   +1.3895e+00   -1.4014e-01   +1.1054e-02
 2.860620027339e+01   +5.647430147046e+04   -1.5631e+01   +6.2079e-05   +1.3920e+00   -1.4042e-01   +1.1077e-02
 2.863192335811e+01   +5.662678812827e+04   -1.5660e+01   +6.2079e-05   +1.3945e+00   -1.4069e-01   +1.1100e-02
 2.865766957337e+01   +5.677968651235e+04   -1.5688e+01   +6.2079e-05   +1.3970e+00   -1.4097e-01   +1.1123e-02
 2.868343893998e+01   +5.693299773437e+04   -1.5716e+01   +6.2079e-05   +1.3996e+00   -1.4124e-01   +1.1146e-02
 2.870923147875e+01   +5.708672290903e+04   -1.5744e+01   +6.2079e-05   +1.4021e+00   -1.4152e-01   +1.1169e-02
 2.873504721053e+01   +5.724086315404e+04   -1.5773e+01   +6.2079e-05   +1.4046e+00   -1.4180e-01   +1.1192e-02
 2.876088615616e+01   +5.739541959011e+04   -1.5801e+01   +6.2079e-05   +1.4071e+00   -1.4207e-01   +1.1215e-02
 2.878674833652e+01   +5.755039334098e+04   -1.5829e+01   +6.2079e-05   +1.4097e+00   -1.4235e-01   +1.1238e-02
 2.881263377251e+01   +5.770578553345e+04   -1.5858e+01   +6.2079e-05   +1.4122e+00   -1.4263e-01   +1.1261e-02
 2.883854248504e+01   +5.786159729732e+04   -1.5886e+01   +6.2079e-05   +1.4147e+00   -1.4291e-01   +1.1284e-02
 2.886447449503e+01   +5.801782976547e+04   -1.5915e+01   +6.2078e-05   +1.4173e+00   -1.4319e-01   +1.1308e-02
 2.889042982344e+01   +5.817448407384e+04   -1.5944e+01   +6.2078e-05   +1.4198e+00   -1.4347e-01   +1.1331e-02
 2.891640849123e+01   +5.833156136143e+04   -1.5972e+01   +6.2078e-05   +1.4224e+00   -1.4375e-01   +1.1354e-02
 2.894241051940e+01   +5.848906277030e+04   -1.6001e+01   +6.2078e-05   +1.4249e+00   -1.4403e-01   +1.1378e-02
 2.896843592894e+01   +5.864698944561e+04   -1.6030e+01   +6.2078e-05   +1.4275e+00   -1.4431e-01   +1.1401e-02
 2.899448474089e+01   +5.880534253563e+04   -1.6059e+01   +6.2078e-05   +1.4301e+00   -1.4459e-01   +1.1425e-02
 2.902055697628e+01   +5.896412319168e+04   -1.6088e+01   +6.2078e-05   +1.4326e+00   -1.4487e-01   +1.1448e-02
 2.904665265618e+01   +5.912333256824e+04   -1.6117e+01   +6.2078e-05   +1.4352e+00   -1.4516e-01   +1.1472e-02
 2.907277180167e+01   +5.928297182288e+04   -1.6146e+01   +6.2078e-05   +1.4378e+00   -1.4544e-01   +1.1496e-02
 2.909891443386e+01   +5.944304211631e+04   -1.6175e+01   +6.2078e-05   +1.4404e+00   -1.4572e-01   +1.1519e-02
 2.912508057385e+01   +5.960354461235e+04   -1.6204e+01   +6.2078e-05   +1.4430e+00   -1.4601e-01   +1.1543e-02
 2.915127024279e+01   +5.976448047799e+04   -1.6233e+01   +6.2078e-05   +1.4456e+00   -1.4630e-01   +1.1567e-02
 2.917748346184e+01   +5.992585088335e+04   -1.6262e+01   +6.2078e-05   +1.4482e+00   -1.4658e-01   +1.1591e-02
 2.920372025218e+01   +6.008765700172e+04   -1.6291e+01   +6.2078e-05   +1.4508e+00   -1.4687e-01   +1.1614e-02
 2.922998063499e+01   +6.024990000956e+04   -1.6321e+01   +6.2078e-05   +1.4534e+00   -1.4716e-01   +1.1638e-02
 2.925626463149e+01   +6.041258108651e+04   -1.6350e+01   +6.2078e-05   +1.4560e+00   -1.4744e-01   +1.1662e-02
 2.928257226293e+01   +6.057570141537e+04   -1.6379e+01   +6.2077e-05   +1.4586e+00   -1.4773e-01   +1.1686e-02
 2.930890355054e+01   +6.073926218217e+04   -1.6409e+01   +6.2077e-05   +1.4612e+00   -1.4802e-01   +1.1710e-02
 2.933525851561e+01   +6.090326457611e+04   -1.6438e+01   +6.2077e-05   +1.4639e+00   -1.4831e-01   +1.1735e-02
 2.936163717942e+01   +6.106770978962e+04   -1.6468e+01   +6.2077e-05   +1.4665e+00   -1.4860e-01   +1.1759e-02
 2.938803956328e+01   +6.123259901835e+04   -1.6498e+01   +6.2077e-05   +1.4691e+00   -1.4889e-01   +1.1783e-02
 2.941446568852e+01   +6.139793346117e+04   -1.6527e+01   +6.2077e-05   +1.4718e+00   -1.4918e-01   +1.1807e-02
 2.944091557650e+01   +6.156371432018e+04   -1.6557e+01   +6.2077e-05   +1.4745e+00   -1.4947e-01   +1.1832e-02
 2.946738924858e+01   +6.172994280074e+04   -1.6587e+01   +6.2077e-05   +1.4771e+00   -1.4976e-01   +1.1856e-02
 2.949388672614e+01   +6.189662011147e+04   -1.6617e+01   +6.2077e-05   +1.4798e+00   -1.5005e-01   +1.1880e-02
 2.952040803060e+01   +6.206374746424e+04   -1.6647e+01   +6.2077e-05   +1.4824e+00   -1.5035e-01   +1.1905e-02
 2.954695318337e+01   +6.223132607419e+04   -1.6677e+01   +6.2077e-05   +1.4851e+00   -1.5064e-01   +1.1929e-02
 2.957352220591e+01   +6.239935715974e+04   -1.6707e+01   +6.2077e-05   +1.4878e+00   -1.5094e-01   +1.1954e-02
 2.960011511967e+01   +6.256784194263e+04   -1.6737e+01   +6.2077e-05   +1.4904e+00   -1.5123e-01   +1.1978e-02
 2.962673194614e+01   +6.273678164785e+04   -1.6767e+01   +6.2077e-05   +1.4931e+00   -1.5153e-01   +1.2003e-02
 2.965337270683e+01   +6.290617750374e+04   -1.6797e+01   +6.2077e-05   +1.4958e+00   -1.5182e-01   +1.2028e-02
 2.968003742325e+01   +6.307603074193e+04   -1.6827e+01   +6.2077e-05   +1.4985e+00   -1.5212e-01   +1.2053e-02
 2.970672611695e+01   +6.324634259739e+04   -1.6857e+01   +6.2077e-05   +1.5012e+00   -1.5242e-01   +1.2077e-02
 2.973343880948e+01   +6.341711430842e+04   -1.6888e+01   +6.2076e-05   +1.5039e+00   -1.5271e-01   +1.2102e-02
 2.976017552243e+01   +6.358834711665e+04   -1.6918e+01   +6.2076e-05   +1.5066e+00   -1.5301e-01   +1.2127e-02
 2.978693627740e+01   +6.376004226709e+04   -1.6949e+01   +6.2076e-05   +1.5093e+00   -1.5331e-01   +1.2152e-02
 2.981372109600e+01   +6.393220100810e+04   -1.6979e+01   +6.2076e-05   +1.5120e+00   -1.5361e-01   +1.2177e-02
 2.984052999988e+01   +6.410482459139e+04   -1.7010e+01   +6.2076e-05   +1.5147e+00   -1.5391e-01   +1.2202e-02
 2.986736301068e+01   +6.427791427209e+04   -1.7040e+01   +6.2076e-05   +1.5175e+00   -1.5421e-01   +1.2228e-02
 2.989422015010e+01   +6.445147130867e+04   -1.7071e+01   +6.2076e-05   +1.5202e+00   -1.5451e-01   +1.2253e-02
 2.992110143982e+01   +6.462549696305e+04   -1.7102e+01   +6.2076e-05   +1.5229e+00   -1.5482e-01   +1.2278e-02
 2.994800690156e+01   +6.479999250051e+04   -1.7132e+01   +6.2076e-05   +1.5257e+00   -1.5512e-01   +1.2303e-02
 2.997493655706e+01   +6.497495918978e+04   -1.7163e+01   +6.2076e-05   +1.5284e+00   -1.5542e-01   +1.2328e-02
 3.000189042807e+01   +6.515039830300e+04   -1.7194e+01   +6.2076e-05   +1.5312e+00   -1.5572e-01   +1.2354e-02
 3.002886853637e+01   +6.532631111576e+04   -1.7225e+01   +6.2076e-05   +1.5339e+00   -1.5603e-01   +1.2379e-02
 3.005587090375e+01   +6.550269890706e+04   -1.7256e+01   +6.2076e-05   +1.5367e+00   -1.5633e-01   +1.2405e-02
 3.008289755203e+01   +6.567956295939e+04   -1.7287e+01   +6.2076e-05   +1.5394e+00   -1.5664e-01   +1.2430e-02
 3.010994850304e+01   +6.585690455869e+04   -1.7318e+01   +6.2076e-05   +1.5422e+00   -1.5695e-01   +1.2456e-02
 3.013702377863e+01   +6.603472499436e+04   -1.7349e+01   +6.2075e-05   +1.5450e+00   -1.5725e-01   +1.2481e-02
 3.016412340068e+01   +6.621302555931e+04   -1.7381e+01   +6.2075e-05   +1.5478e+00   -1.5756e-01   +1.2507e-02
 3.019124739108e+01   +6.639180754990e+04   -1.7412e+01   +6.2075e-05   +1.5506e+00   -1.5787e-01   +1.2533e-02
 3.021839577174e+01   +6.657107226604e+04   -1.7443e+01   +6.2075e-05   +1.5534e+00   -1.5817e-01   +1.2559e-02
 3.024556856459e+01   +6.675082101110e+04   -1.7475e+01   +6.2075e-05   +1.5561e+00   -1.5848e-01   +1.2585e-02
 3.027276579159e+01   +6.693105509201e+04   -1.7506e+01   +6.2075e-05   +1.5589e+00   -1.5879e-01   +1.2611e-02
 3.029998747470e+01   +6.711177581920e+04   -1.7538e+01   +6.2075e-05   +1.5617e+00   -1.5910e-01   +1.2636e-02
 3.032723363593e+01   +6.729298450665e+04   -1.7569e+01   +6.2075e-05   +1.5646e+00   -1.5941e-01   +1.2663e-02
 3.035450429727e+01   +6.747468247190e+04   -1.7601e+01   +6.2075e-05   +1.5674e+00   -1.5973e-01   +1.2689e-02
 3.038179948076e+01   +6.765687103602e+04   -1.7632e+01   +6.2075e-05   +1.5702e+00   -1.6004e-01   +1.2715e-02
 3.040911920845e+01   +6.783955152367e+04   -1.7664e+01   +6.2075e-05   +1.5730e+00   -1.6035e-01   +1.2741e-02
 3.043646350242e+01   +6.802272526307e+04   -1.7696e+01   +6.2075e-05   +1.5758e+00   -1.6066e-01   +1.2767e-02
 3.046383238474e+01   +6.820639358605e+04   -1.7728e+01   +6.2075e-05   +1.5787e+00   -1.6098e-01   +1.2793e-02
 3.049122587754e+01   +6.839055782801e+04   -1.7760e+01   +6.2075e-05   +1.5815e+00   -1.6129e-01   +1.2820e-02
 3.051864400293e+01   +6.857521932797e+04   -1.7792e+01   +6.2075e-05   +1.5844e+00   -1.6161e-01   +1.2846e-02
 3.054608678308e+01   +6.876037942855e+04   -1.7824e+01   +6.2075e-05   +1.5872e+00   -1.6192e-01   +1.2872e-02
 3.057355424015e+01   +6.894603947603e+04   -1.7856e+01   +6.2075e-05   +1.5901e+00   -1.6224e-01   +1.2899e-02
 3.060104639634e+01   +6.913220082029e+04   -1.7888e+01   +6.2075e-05   +1.5929e+00   -1.6256e-01   +1.2925e-02
 3.062856327384e+01   +6.931886481486e+04   -1.7920e+01   +6.2074e-05   +1.5958e+00   -1.6287e-01   +1.2952e-02
 3.065610489489e+01   +6.950603281694e+04   -1.7952e+01   +6.2074e-05   +1.5987e+00   -1.6319e-01   +1.2979e-02
 3.068367128175e+01   +6.969370618739e+04   -1.7985e+01   +6.2074e-05   +1.6016e+00   -1.6351e-01   +1.3005e-02
 3.071126245667e+01   +6.988188629073e+04   -1.8017e+01   +6.2074e-05   +1.6044e+00   -1.6383e-01   +1.3032e-02
 3.073887844196e+01   +7.007057449518e+04   -1.8049e+01   +6.2074e-05   +1.6073e+00   -1.6415e-01   +1.3059e-02
 3.076651925991e+01   +7.025977217265e+04   -1.8082e+01   +6.2074e-05   +1.6102e+00   -1.6447e-01   +1.3086e-02
 3.079418493287e+01   +7.044948069876e+04   -1.8114e+01   +6.2074e-05   +1.6131e+00   -1.6479e-01   +1.3113e-02
 3.082187548317e+01   +7.063970145282e+04   -1.8147e+01   +6.2074e-05   +1.6160e+00   -1.6511e-01   +1.3140e-02
 3.084959093320e+01   +7.083043581790e+04   -1.8180e+01   +6.2074e-05   +1.6189e+00   -1.6543e-01   +1.3167e-02
 3.087733130533e+01   +7.102168518078e+04   -1.8212e+01   +6.2074e-05   +1.6218e+00   -1.6576e-01   +1.3194e-02
 3.090509662199e+01   +7.121345093198e+04   -1.8245e+01   +6.2074e-05   +1.6247e+00   -1.6608e-01   +1.3221e-02
 3.093288690559e+01   +7.140573446580e+04   -1.8278e+01   +6.2074e-05   +1.6277e+00   -1.6640e-01   +1.3248e-02
 3.096070217860e+01   +7.159853718029e+04   -1.8311e+01   +6.2074e-05   +1.6306e+00   -1.6673e-01   +1.3275e-02
 3.098854246348e+01   +7.179186047726e+04   -1.8344e+01   +6.2074e-05   +1.6335e+00   -1.6706e-01   +1.3303e-02
 3.101640778272e+01   +7.198570576234e+04   -1.8377e+01   +6.2074e-05   +1.6365e+00   -1.6738e-01   +1.3330e-02
 3.104429815884e+01   +7.218007444491e+04   -1.8410e+01   +6.2074e-05   +1.6394e+00   -1.6771e-01   +1.3357e-02
 3.107221361436e+01   +7.237496793820e+04   -1.8443e+01   +6.2074e-05   +1.6424e+00   -1.6804e-01   +1.3385e-02
 3.110015417184e+01   +7.257038765923e+04   -1.8476e+01   +6.2074e-05   +1.6453e+00   -1.6836e-01   +1.3412e-02
 3.112811985385e+01   +7.276633502886e+04   -1.8509e+01   +6.2073e-05   +1.6483e+00   -1.6869e-01   +1.3440e-02
 3.115611068298e+01   +7.296281147176e+04   -1.8543e+01   +6.2073e-05   +1.6513e+00   -1.6902e-01   +1.3468e-02
 3.118412668185e+01   +7.315981841649e+04   -1.8576e+01   +6.2073e-05   +1.6542e+00   -1.6935e-01   +1.3495e-02
 3.121216787308e+01   +7.335735729542e+04   -1.8610e+01   +6.2073e-05   +1.6572e+00   -1.6968e-01   +1.3523e-02
 3.124023427934e+01   +7.355542954482e+04   -1.8643e+01   +6.2073e-05   +1.6602e+00   -1.7001e-01   +1.3551e-02
 3.126832592328e+01   +7.375403660483e+04   -1.8677e+01   +6.2073e-05   +1.6632e+00   -1.7035e-01   +1.3579e-02
 3.129644282762e+01   +7.395317991948e+04   -1.8710e+01   +6.2073e-05   +1.6662e+00   -1.7068e-01   +1.3607e-02
