# second T derivative of pressure for QED , [d2p^{(n)}/dT2] = MeV^2 (n = order of perturbative correction)
# results from Escudero, Jackson, Laine and Sandner ArXiv:2511.04747 with me = 0.51099895 MeV, alpha = 1/137.035999084
# columns: T_ga [MeV],   d2p^{(0)}/dT2,   d2p^{(2)non-log}/dT2,   d2p^{(2)log}/dT2,   d2p^{(3)}/dT2,   d2p^{(4)}/dT2,   d2p^{(5)}/dT2
 1.820918366984e-02   +5.296861933370e-06   -2.1027e-15   +1.3172e-25   +6.0366e-20   -1.1698e-08   -1.5493e-09
 1.822555761568e-02   +5.311163817302e-06   -2.1558e-15   +1.3828e-25   +6.2574e-20   -1.1719e-08   -1.5520e-09
 1.824194628520e-02   +5.325504317286e-06   -2.2101e-15   +1.4517e-25   +6.4861e-20   -1.1740e-08   -1.5548e-09
 1.825834969164e-02   +5.339883537589e-06   -2.2658e-15   +1.5239e-25   +6.7229e-20   -1.1762e-08   -1.5576e-09
 1.827476784824e-02   +5.354301582758e-06   -2.3228e-15   +1.5997e-25   +6.9680e-20   -1.1783e-08   -1.5604e-09
 1.829120076827e-02   +5.368758557622e-06   -2.3813e-15   +1.6792e-25   +7.2219e-20   -1.1804e-08   -1.5632e-09
 1.830764846501e-02   +5.383254567295e-06   -2.4411e-15   +1.7625e-25   +7.4848e-20   -1.1825e-08   -1.5661e-09
 1.832411095173e-02   +5.397789717173e-06   -2.5024e-15   +1.8498e-25   +7.7570e-20   -1.1846e-08   -1.5689e-09
 1.834058824176e-02   +5.412364112937e-06   -2.5651e-15   +1.9414e-25   +8.0388e-20   -1.1868e-08   -1.5717e-09
 1.835708034838e-02   +5.426977860555e-06   -2.6294e-15   +2.0375e-25   +8.3306e-20   -1.1889e-08   -1.5745e-09
 1.837358728493e-02   +5.441631066278e-06   -2.6952e-15   +2.1382e-25   +8.6327e-20   -1.1910e-08   -1.5774e-09
 1.839010906474e-02   +5.456323836647e-06   -2.7626e-15   +2.2438e-25   +8.9454e-20   -1.1932e-08   -1.5802e-09
 1.840664570117e-02   +5.471056278489e-06   -2.8317e-15   +2.3545e-25   +9.2691e-20   -1.1953e-08   -1.5830e-09
 1.842319720756e-02   +5.485828498919e-06   -2.9023e-15   +2.4705e-25   +9.6043e-20   -1.1975e-08   -1.5859e-09
 1.843976359729e-02   +5.500640605343e-06   -2.9747e-15   +2.5921e-25   +9.9512e-20   -1.1996e-08   -1.5887e-09
 1.845634488374e-02   +5.515492705455e-06   -3.0489e-15   +2.7197e-25   +1.0310e-19   -1.2018e-08   -1.5916e-09
 1.847294108032e-02   +5.530384907242e-06   -3.1248e-15   +2.8533e-25   +1.0682e-19   -1.2040e-08   -1.5945e-09
 1.848955220041e-02   +5.545317318979e-06   -3.2025e-15   +2.9934e-25   +1.1067e-19   -1.2061e-08   -1.5973e-09
 1.850617825746e-02   +5.560290049238e-06   -3.2821e-15   +3.1402e-25   +1.1465e-19   -1.2083e-08   -1.6002e-09
 1.852281926488e-02   +5.575303206881e-06   -3.3636e-15   +3.2941e-25   +1.1877e-19   -1.2105e-08   -1.6031e-09
 1.853947523612e-02   +5.590356901065e-06   -3.4470e-15   +3.4554e-25   +1.2304e-19   -1.2126e-08   -1.6060e-09
 1.855614618464e-02   +5.605451241240e-06   -3.5324e-15   +3.6244e-25   +1.2745e-19   -1.2148e-08   -1.6089e-09
 1.857283212390e-02   +5.620586337156e-06   -3.6199e-15   +3.8015e-25   +1.3202e-19   -1.2170e-08   -1.6117e-09
 1.858953306738e-02   +5.635762298853e-06   -3.7094e-15   +3.9871e-25   +1.3675e-19   -1.2192e-08   -1.6147e-09
 1.860624902858e-02   +5.650979236674e-06   -3.8011e-15   +4.1815e-25   +1.4164e-19   -1.2214e-08   -1.6176e-09
 1.862298002101e-02   +5.666237261256e-06   -3.8950e-15   +4.3852e-25   +1.4670e-19   -1.2236e-08   -1.6205e-09
 1.863972605816e-02   +5.681536483537e-06   -3.9911e-15   +4.5987e-25   +1.5194e-19   -1.2258e-08   -1.6234e-09
 1.865648715358e-02   +5.696877014753e-06   -4.0894e-15   +4.8223e-25   +1.5736e-19   -1.2280e-08   -1.6263e-09
 1.867326332081e-02   +5.712258966441e-06   -4.1901e-15   +5.0566e-25   +1.6297e-19   -1.2302e-08   -1.6292e-09
 1.869005457339e-02   +5.727682450440e-06   -4.2932e-15   +5.3021e-25   +1.6877e-19   -1.2324e-08   -1.6322e-09
 1.870686092490e-02   +5.743147578890e-06   -4.3987e-15   +5.5592e-25   +1.7478e-19   -1.2346e-08   -1.6351e-09
 1.872368238891e-02   +5.758654464233e-06   -4.5068e-15   +5.8285e-25   +1.8099e-19   -1.2369e-08   -1.6380e-09
 1.874051897901e-02   +5.774203219216e-06   -4.6173e-15   +6.1106e-25   +1.8741e-19   -1.2391e-08   -1.6410e-09
 1.875737070879e-02   +5.789793956891e-06   -4.7305e-15   +6.4061e-25   +1.9406e-19   -1.2413e-08   -1.6439e-09
 1.877423759189e-02   +5.805426790613e-06   -4.8464e-15   +6.7156e-25   +2.0094e-19   -1.2436e-08   -1.6469e-09
 1.879111964191e-02   +5.821101834044e-06   -4.9650e-15   +7.0396e-25   +2.0805e-19   -1.2458e-08   -1.6499e-09
 1.880801687250e-02   +5.836819201155e-06   -5.0863e-15   +7.3791e-25   +2.1541e-19   -1.2480e-08   -1.6528e-09
 1.882492929731e-02   +5.852579006221e-06   -5.2105e-15   +7.7345e-25   +2.2302e-19   -1.2503e-08   -1.6558e-09
 1.884185693001e-02   +5.868381363828e-06   -5.3377e-15   +8.1067e-25   +2.3089e-19   -1.2525e-08   -1.6588e-09
 1.885879978426e-02   +5.884226388872e-06   -5.4678e-15   +8.4965e-25   +2.3903e-19   -1.2548e-08   -1.6618e-09
 1.887575787376e-02   +5.900114196557e-06   -5.6010e-15   +8.9046e-25   +2.4745e-19   -1.2570e-08   -1.6648e-09
 1.889273121220e-02   +5.916044902400e-06   -5.7373e-15   +9.3319e-25   +2.5616e-19   -1.2593e-08   -1.6677e-09
 1.890971981330e-02   +5.932018622228e-06   -5.8767e-15   +9.7792e-25   +2.6517e-19   -1.2616e-08   -1.6708e-09
 1.892672369078e-02   +5.948035472182e-06   -6.0195e-15   +1.0248e-24   +2.7449e-19   -1.2638e-08   -1.6738e-09
 1.894374285838e-02   +5.964095568718e-06   -6.1656e-15   +1.0738e-24   +2.8412e-19   -1.2661e-08   -1.6768e-09
 1.896077732985e-02   +5.980199028602e-06   -6.3150e-15   +1.1251e-24   +2.9408e-19   -1.2684e-08   -1.6798e-09
 1.897782711895e-02   +5.996345968921e-06   -6.4680e-15   +1.1789e-24   +3.0438e-19   -1.2707e-08   -1.6828e-09
 1.899489223944e-02   +6.012536507074e-06   -6.6245e-15   +1.2351e-24   +3.1504e-19   -1.2729e-08   -1.6858e-09
 1.901197270513e-02   +6.028770760778e-06   -6.7847e-15   +1.2940e-24   +3.2605e-19   -1.2752e-08   -1.6889e-09
 1.902906852980e-02   +6.045048848069e-06   -6.9486e-15   +1.3556e-24   +3.3744e-19   -1.2775e-08   -1.6919e-09
 1.904617972728e-02   +6.061370887300e-06   -7.1163e-15   +1.4201e-24   +3.4921e-19   -1.2798e-08   -1.6950e-09
 1.906330631137e-02   +6.077736997144e-06   -7.2879e-15   +1.4876e-24   +3.6139e-19   -1.2821e-08   -1.6980e-09
 1.908044829592e-02   +6.094147296597e-06   -7.4635e-15   +1.5582e-24   +3.7397e-19   -1.2844e-08   -1.7011e-09
 1.909760569478e-02   +6.110601904971e-06   -7.6431e-15   +1.6321e-24   +3.8698e-19   -1.2868e-08   -1.7041e-09
 1.911477852180e-02   +6.127100941906e-06   -7.8269e-15   +1.7095e-24   +4.0044e-19   -1.2891e-08   -1.7072e-09
 1.913196679087e-02   +6.143644527361e-06   -8.0149e-15   +1.7904e-24   +4.1434e-19   -1.2914e-08   -1.7103e-09
 1.914917051586e-02   +6.160232781621e-06   -8.2073e-15   +1.8751e-24   +4.2872e-19   -1.2937e-08   -1.7133e-09
 1.916638971067e-02   +6.176865825294e-06   -8.4041e-15   +1.9637e-24   +4.4357e-19   -1.2960e-08   -1.7164e-09
 1.918362438922e-02   +6.193543779316e-06   -8.6055e-15   +2.0565e-24   +4.5893e-19   -1.2984e-08   -1.7195e-09
 1.920087456542e-02   +6.210266764946e-06   -8.8115e-15   +2.1535e-24   +4.7481e-19   -1.3007e-08   -1.7226e-09
 1.921814025322e-02   +6.227034903775e-06   -9.0222e-15   +2.2550e-24   +4.9122e-19   -1.3031e-08   -1.7257e-09
 1.923542146656e-02   +6.243848317719e-06   -9.2377e-15   +2.3611e-24   +5.0818e-19   -1.3054e-08   -1.7288e-09
 1.925271821940e-02   +6.260707129024e-06   -9.4583e-15   +2.4722e-24   +5.2571e-19   -1.3078e-08   -1.7319e-09
 1.927003052572e-02   +6.277611460266e-06   -9.6838e-15   +2.5883e-24   +5.4383e-19   -1.3101e-08   -1.7350e-09
 1.928735839950e-02   +6.294561434352e-06   -9.9146e-15   +2.7098e-24   +5.6255e-19   -1.3125e-08   -1.7382e-09
 1.930470185474e-02   +6.311557174522e-06   -1.0151e-14   +2.8369e-24   +5.8190e-19   -1.3148e-08   -1.7413e-09
 1.932206090545e-02   +6.328598804347e-06   -1.0392e-14   +2.9698e-24   +6.0189e-19   -1.3172e-08   -1.7444e-09
 1.933943556565e-02   +6.345686447733e-06   -1.0639e-14   +3.1088e-24   +6.2255e-19   -1.3196e-08   -1.7476e-09
 1.935682584939e-02   +6.362820228919e-06   -1.0891e-14   +3.2542e-24   +6.4391e-19   -1.3219e-08   -1.7507e-09
 1.937423177070e-02   +6.380000272482e-06   -1.1150e-14   +3.4063e-24   +6.6597e-19   -1.3243e-08   -1.7539e-09
 1.939165334366e-02   +6.397226703332e-06   -1.1414e-14   +3.5653e-24   +6.8876e-19   -1.3267e-08   -1.7570e-09
 1.940909058233e-02   +6.414499646720e-06   -1.1684e-14   +3.7315e-24   +7.1232e-19   -1.3291e-08   -1.7602e-09
 1.942654350081e-02   +6.431819228232e-06   -1.1961e-14   +3.9054e-24   +7.3665e-19   -1.3315e-08   -1.7633e-09
 1.944401211318e-02   +6.449185573795e-06   -1.2243e-14   +4.0871e-24   +7.6180e-19   -1.3339e-08   -1.7665e-09
 1.946149643357e-02   +6.466598809675e-06   -1.2532e-14   +4.2772e-24   +7.8777e-19   -1.3363e-08   -1.7697e-09
 1.947899647610e-02   +6.484059062479e-06   -1.2828e-14   +4.4759e-24   +8.1461e-19   -1.3387e-08   -1.7729e-09
 1.949651225491e-02   +6.501566459158e-06   -1.3130e-14   +4.6836e-24   +8.4233e-19   -1.3411e-08   -1.7761e-09
 1.951404378414e-02   +6.519121127002e-06   -1.3440e-14   +4.9007e-24   +8.7097e-19   -1.3435e-08   -1.7793e-09
 1.953159107797e-02   +6.536723193647e-06   -1.3756e-14   +5.1277e-24   +9.0056e-19   -1.3459e-08   -1.7824e-09
 1.954915415055e-02   +6.554372787074e-06   -1.4079e-14   +5.3650e-24   +9.3111e-19   -1.3483e-08   -1.7857e-09
 1.956673301610e-02   +6.572070035609e-06   -1.4410e-14   +5.6131e-24   +9.6268e-19   -1.3508e-08   -1.7889e-09
 1.958432768879e-02   +6.589815067924e-06   -1.4748e-14   +5.8723e-24   +9.9529e-19   -1.3532e-08   -1.7921e-09
 1.960193818286e-02   +6.607608013039e-06   -1.5093e-14   +6.1433e-24   +1.0290e-18   -1.3556e-08   -1.7953e-09
 1.961956451252e-02   +6.625449000322e-06   -1.5447e-14   +6.4265e-24   +1.0638e-18   -1.3581e-08   -1.7985e-09
 1.963720669202e-02   +6.643338159491e-06   -1.5808e-14   +6.7225e-24   +1.0997e-18   -1.3605e-08   -1.8018e-09
 1.965486473561e-02   +6.661275620612e-06   -1.6178e-14   +7.0318e-24   +1.1368e-18   -1.3629e-08   -1.8050e-09
 1.967253865755e-02   +6.679261514106e-06   -1.6556e-14   +7.3550e-24   +1.1751e-18   -1.3654e-08   -1.8083e-09
 1.969022847212e-02   +6.697295970744e-06   -1.6942e-14   +7.6928e-24   +1.2147e-18   -1.3679e-08   -1.8115e-09
 1.970793419361e-02   +6.715379121649e-06   -1.7337e-14   +8.0458e-24   +1.2555e-18   -1.3703e-08   -1.8148e-09
 1.972565583633e-02   +6.733511098299e-06   -1.7741e-14   +8.4145e-24   +1.2977e-18   -1.3728e-08   -1.8180e-09
 1.974339341459e-02   +6.751692032529e-06   -1.8153e-14   +8.7999e-24   +1.3413e-18   -1.3753e-08   -1.8213e-09
 1.976114694272e-02   +6.769922056527e-06   -1.8575e-14   +9.2025e-24   +1.3863e-18   -1.3777e-08   -1.8246e-09
 1.977891643507e-02   +6.788201302840e-06   -1.9007e-14   +9.6231e-24   +1.4328e-18   -1.3802e-08   -1.8279e-09
 1.979670190599e-02   +6.806529904371e-06   -1.9448e-14   +1.0063e-23   +1.4807e-18   -1.3827e-08   -1.8312e-09
 1.981450336984e-02   +6.824907994384e-06   -1.9899e-14   +1.0521e-23   +1.5303e-18   -1.3852e-08   -1.8345e-09
 1.983232084101e-02   +6.843335706500e-06   -2.0359e-14   +1.1001e-23   +1.5814e-18   -1.3877e-08   -1.8378e-09
 1.985015433390e-02   +6.861813174705e-06   -2.0831e-14   +1.1502e-23   +1.6342e-18   -1.3902e-08   -1.8411e-09
 1.986800386290e-02   +6.880340533343e-06   -2.1312e-14   +1.2025e-23   +1.6887e-18   -1.3927e-08   -1.8444e-09
 1.988586944245e-02   +6.898917917121e-06   -2.1805e-14   +1.2572e-23   +1.7450e-18   -1.3952e-08   -1.8477e-09
 1.990375108696e-02   +6.917545461113e-06   -2.2308e-14   +1.3142e-23   +1.8030e-18   -1.3977e-08   -1.8510e-09
 1.992164881090e-02   +6.936223300755e-06   -2.2822e-14   +1.3738e-23   +1.8630e-18   -1.4002e-08   -1.8544e-09
 1.993956262871e-02   +6.954951571848e-06   -2.3348e-14   +1.4361e-23   +1.9249e-18   -1.4027e-08   -1.8577e-09
 1.995749255487e-02   +6.973730410561e-06   -2.3885e-14   +1.5011e-23   +1.9888e-18   -1.4052e-08   -1.8610e-09
 1.997543860387e-02   +6.992559953432e-06   -2.4434e-14   +1.5690e-23   +2.0547e-18   -1.4078e-08   -1.8644e-09
 1.999340079019e-02   +7.011440337366e-06   -2.4996e-14   +1.6399e-23   +2.1228e-18   -1.4103e-08   -1.8677e-09
 2.001137912836e-02   +7.030371699637e-06   -2.5569e-14   +1.7139e-23   +2.1931e-18   -1.4128e-08   -1.8711e-09
 2.002937363290e-02   +7.049354177891e-06   -2.6156e-14   +1.7912e-23   +2.2656e-18   -1.4154e-08   -1.8745e-09
 2.004738431833e-02   +7.068387910145e-06   -2.6755e-14   +1.8719e-23   +2.3404e-18   -1.4179e-08   -1.8778e-09
 2.006541119923e-02   +7.087473034789e-06   -2.7367e-14   +1.9562e-23   +2.4177e-18   -1.4205e-08   -1.8812e-09
 2.008345429013e-02   +7.106609690588e-06   -2.7993e-14   +2.0442e-23   +2.4974e-18   -1.4230e-08   -1.8846e-09
 2.010151360564e-02   +7.125798016678e-06   -2.8633e-14   +2.1360e-23   +2.5796e-18   -1.4256e-08   -1.8880e-09
 2.011958916032e-02   +7.145038152575e-06   -2.9286e-14   +2.2319e-23   +2.6645e-18   -1.4282e-08   -1.8914e-09
 2.013768096879e-02   +7.164330238168e-06   -2.9954e-14   +2.3319e-23   +2.7521e-18   -1.4307e-08   -1.8948e-09
 2.015578904566e-02   +7.183674413726e-06   -3.0637e-14   +2.4364e-23   +2.8425e-18   -1.4333e-08   -1.8982e-09
 2.017391340556e-02   +7.203070819897e-06   -3.1334e-14   +2.5454e-23   +2.9358e-18   -1.4359e-08   -1.9016e-09
 2.019205406312e-02   +7.222519597708e-06   -3.2047e-14   +2.6593e-23   +3.0320e-18   -1.4385e-08   -1.9050e-09
 2.021021103302e-02   +7.242020888565e-06   -3.2775e-14   +2.7781e-23   +3.1313e-18   -1.4411e-08   -1.9085e-09
 2.022838432991e-02   +7.261574834259e-06   -3.3519e-14   +2.9020e-23   +3.2337e-18   -1.4436e-08   -1.9119e-09
 2.024657396848e-02   +7.281181576963e-06   -3.4279e-14   +3.0314e-23   +3.3394e-18   -1.4462e-08   -1.9153e-09
 2.026477996341e-02   +7.300841259231e-06   -3.5056e-14   +3.1664e-23   +3.4485e-18   -1.4488e-08   -1.9188e-09
 2.028300232943e-02   +7.320554024007e-06   -3.5850e-14   +3.3073e-23   +3.5610e-18   -1.4515e-08   -1.9222e-09
 2.030124108124e-02   +7.340320014616e-06   -3.6660e-14   +3.4544e-23   +3.6770e-18   -1.4541e-08   -1.9257e-09
 2.031949623359e-02   +7.360139374774e-06   -3.7489e-14   +3.6078e-23   +3.7967e-18   -1.4567e-08   -1.9292e-09
 2.033776780122e-02   +7.380012248582e-06   -3.8335e-14   +3.7679e-23   +3.9202e-18   -1.4593e-08   -1.9326e-09
 2.035605579890e-02   +7.399938780533e-06   -3.9200e-14   +3.9349e-23   +4.0476e-18   -1.4619e-08   -1.9361e-09
 2.037436024138e-02   +7.419919115506e-06   -4.0084e-14   +4.1092e-23   +4.1790e-18   -1.4646e-08   -1.9396e-09
 2.039268114348e-02   +7.439953398776e-06   -4.0986e-14   +4.2910e-23   +4.3146e-18   -1.4672e-08   -1.9431e-09
 2.041101851998e-02   +7.460041776007e-06   -4.1908e-14   +4.4807e-23   +4.4544e-18   -1.4698e-08   -1.9466e-09
 2.042937238569e-02   +7.480184393258e-06   -4.2850e-14   +4.6785e-23   +4.5986e-18   -1.4725e-08   -1.9501e-09
 2.044774275545e-02   +7.500381396981e-06   -4.3812e-14   +4.8850e-23   +4.7473e-18   -1.4751e-08   -1.9536e-09
 2.046612964410e-02   +7.520632934024e-06   -4.4795e-14   +5.1003e-23   +4.9007e-18   -1.4778e-08   -1.9571e-09
 2.048453306649e-02   +7.540939151633e-06   -4.5799e-14   +5.3249e-23   +5.0589e-18   -1.4804e-08   -1.9606e-09
 2.050295303749e-02   +7.561300197450e-06   -4.6825e-14   +5.5591e-23   +5.2220e-18   -1.4831e-08   -1.9642e-09
 2.052138957197e-02   +7.581716219515e-06   -4.7872e-14   +5.8034e-23   +5.3903e-18   -1.4858e-08   -1.9677e-09
 2.053984268484e-02   +7.602187366269e-06   -4.8942e-14   +6.0582e-23   +5.5637e-18   -1.4885e-08   -1.9712e-09
 2.055831239100e-02   +7.622713786554e-06   -5.0035e-14   +6.3240e-23   +5.7426e-18   -1.4911e-08   -1.9748e-09
 2.057679870537e-02   +7.643295629614e-06   -5.1152e-14   +6.6011e-23   +5.9271e-18   -1.4938e-08   -1.9783e-09
 2.059530164289e-02   +7.663933045094e-06   -5.2292e-14   +6.8901e-23   +6.1173e-18   -1.4965e-08   -1.9819e-09
 2.061382121850e-02   +7.684626183046e-06   -5.3456e-14   +7.1915e-23   +6.3135e-18   -1.4992e-08   -1.9855e-09
 2.063235744716e-02   +7.705375193924e-06   -5.4646e-14   +7.5058e-23   +6.5157e-18   -1.5019e-08   -1.9890e-09
 2.065091034385e-02   +7.726180228592e-06   -5.5860e-14   +7.8335e-23   +6.7242e-18   -1.5046e-08   -1.9926e-09
 2.066947992356e-02   +7.747041438318e-06   -5.7101e-14   +8.1751e-23   +6.9392e-18   -1.5073e-08   -1.9962e-09
 2.068806620129e-02   +7.767958974780e-06   -5.8368e-14   +8.5314e-23   +7.1608e-18   -1.5100e-08   -1.9998e-09
 2.070666919206e-02   +7.788932990065e-06   -5.9662e-14   +8.9027e-23   +7.3893e-18   -1.5127e-08   -2.0034e-09
 2.072528891088e-02   +7.809963636672e-06   -6.0984e-14   +9.2899e-23   +7.6248e-18   -1.5154e-08   -2.0070e-09
 2.074392537281e-02   +7.831051067510e-06   -6.2333e-14   +9.6936e-23   +7.8676e-18   -1.5182e-08   -2.0106e-09
 2.076257859290e-02   +7.852195435903e-06   -6.3711e-14   +1.0114e-22   +8.1180e-18   -1.5209e-08   -2.0142e-09
 2.078124858622e-02   +7.873396895586e-06   -6.5119e-14   +1.0553e-22   +8.3760e-18   -1.5236e-08   -2.0178e-09
 2.079993536785e-02   +7.894655600711e-06   -6.6556e-14   +1.1010e-22   +8.6420e-18   -1.5264e-08   -2.0215e-09
 2.081863895289e-02   +7.915971705847e-06   -6.8023e-14   +1.1487e-22   +8.9161e-18   -1.5291e-08   -2.0251e-09
 2.083735935645e-02   +7.937345365980e-06   -6.9521e-14   +1.1983e-22   +9.1987e-18   -1.5319e-08   -2.0288e-09
 2.085609659365e-02   +7.958776736512e-06   -7.1052e-14   +1.2501e-22   +9.4900e-18   -1.5346e-08   -2.0324e-09
 2.087485067963e-02   +7.980265973269e-06   -7.2614e-14   +1.3041e-22   +9.7901e-18   -1.5374e-08   -2.0360e-09
 2.089362162954e-02   +8.001813232493e-06   -7.4209e-14   +1.3603e-22   +1.0099e-17   -1.5402e-08   -2.0397e-09
 2.091240945854e-02   +8.023418670852e-06   -7.5838e-14   +1.4189e-22   +1.0418e-17   -1.5429e-08   -2.0434e-09
 2.093121418181e-02   +8.045082445435e-06   -7.7501e-14   +1.4800e-22   +1.0747e-17   -1.5457e-08   -2.0471e-09
 2.095003581455e-02   +8.066804713755e-06   -7.9199e-14   +1.5436e-22   +1.1086e-17   -1.5485e-08   -2.0508e-09
 2.096887437196e-02   +8.088585633752e-06   -8.0932e-14   +1.6099e-22   +1.1435e-17   -1.5513e-08   -2.0544e-09
 2.098772986925e-02   +8.110425363789e-06   -8.2702e-14   +1.6790e-22   +1.1794e-17   -1.5541e-08   -2.0581e-09
 2.100660232166e-02   +8.132324062662e-06   -8.4509e-14   +1.7509e-22   +1.2165e-17   -1.5569e-08   -2.0618e-09
 2.102549174444e-02   +8.154281889590e-06   -8.6353e-14   +1.8260e-22   +1.2547e-17   -1.5597e-08   -2.0656e-09
 2.104439815285e-02   +8.176299004227e-06   -8.8237e-14   +1.9041e-22   +1.2940e-17   -1.5625e-08   -2.0693e-09
 2.106332156215e-02   +8.198375566654e-06   -9.0159e-14   +1.9855e-22   +1.3346e-17   -1.5653e-08   -2.0730e-09
 2.108226198764e-02   +8.220511737387e-06   -9.2122e-14   +2.0703e-22   +1.3763e-17   -1.5681e-08   -2.0767e-09
 2.110121944462e-02   +8.242707677374e-06   -9.4126e-14   +2.1586e-22   +1.4194e-17   -1.5709e-08   -2.0805e-09
 2.112019394841e-02   +8.264963547999e-06   -9.6171e-14   +2.2506e-22   +1.4637e-17   -1.5738e-08   -2.0842e-09
 2.113918551432e-02   +8.287279511081e-06   -9.8258e-14   +2.3465e-22   +1.5094e-17   -1.5766e-08   -2.0879e-09
 2.115819415771e-02   +8.309655728875e-06   -1.0039e-13   +2.4463e-22   +1.5564e-17   -1.5794e-08   -2.0917e-09
 2.117721989393e-02   +8.332092364075e-06   -1.0257e-13   +2.5503e-22   +1.6049e-17   -1.5823e-08   -2.0955e-09
 2.119626273835e-02   +8.354589579815e-06   -1.0479e-13   +2.6586e-22   +1.6549e-17   -1.5851e-08   -2.0992e-09
 2.121532270636e-02   +8.377147539668e-06   -1.0705e-13   +2.7713e-22   +1.7063e-17   -1.5880e-08   -2.1030e-09
 2.123439981335e-02   +8.399766407651e-06   -1.0937e-13   +2.8888e-22   +1.7593e-17   -1.5908e-08   -2.1068e-09
 2.125349407474e-02   +8.422446348221e-06   -1.1173e-13   +3.0111e-22   +1.8139e-17   -1.5937e-08   -2.1106e-09
 2.127260550594e-02   +8.445187526282e-06   -1.1414e-13   +3.1385e-22   +1.8701e-17   -1.5965e-08   -2.1144e-09
 2.129173412240e-02   +8.467990107181e-06   -1.1660e-13   +3.2711e-22   +1.9280e-17   -1.5994e-08   -2.1182e-09
 2.131087993958e-02   +8.490854256713e-06   -1.1911e-13   +3.4092e-22   +1.9877e-17   -1.6023e-08   -2.1220e-09
 2.133004297293e-02   +8.513780141119e-06   -1.2167e-13   +3.5530e-22   +2.0491e-17   -1.6052e-08   -2.1258e-09
 2.134922323795e-02   +8.536767927091e-06   -1.2428e-13   +3.7028e-22   +2.1124e-17   -1.6081e-08   -2.1296e-09
 2.136842075012e-02   +8.559817781770e-06   -1.2695e-13   +3.8586e-22   +2.1776e-17   -1.6110e-08   -2.1335e-09
 2.138763552495e-02   +8.582929872749e-06   -1.2968e-13   +4.0209e-22   +2.2447e-17   -1.6139e-08   -2.1373e-09
 2.140686757798e-02   +8.606104368071e-06   -1.3246e-13   +4.1899e-22   +2.3138e-17   -1.6168e-08   -2.1412e-09
 2.142611692472e-02   +8.629341436237e-06   -1.3529e-13   +4.3658e-22   +2.3850e-17   -1.6197e-08   -2.1450e-09
 2.144538358074e-02   +8.652641246200e-06   -1.3819e-13   +4.5489e-22   +2.4582e-17   -1.6226e-08   -2.1489e-09
 2.146466756160e-02   +8.676003967370e-06   -1.4114e-13   +4.7395e-22   +2.5337e-17   -1.6255e-08   -2.1527e-09
 2.148396888288e-02   +8.699429769615e-06   -1.4416e-13   +4.9379e-22   +2.6114e-17   -1.6284e-08   -2.1566e-09
 2.150328756017e-02   +8.722918823261e-06   -1.4723e-13   +5.1444e-22   +2.6915e-17   -1.6314e-08   -2.1605e-09
 2.152262360908e-02   +8.746471299095e-06   -1.5037e-13   +5.3593e-22   +2.7739e-17   -1.6343e-08   -2.1644e-09
 2.154197704522e-02   +8.770087368363e-06   -1.5357e-13   +5.5830e-22   +2.8587e-17   -1.6372e-08   -2.1683e-09
 2.156134788424e-02   +8.793767202775e-06   -1.5684e-13   +5.8158e-22   +2.9460e-17   -1.6402e-08   -2.1722e-09
 2.158073614178e-02   +8.817510974506e-06   -1.6017e-13   +6.0581e-22   +3.0359e-17   -1.6431e-08   -2.1761e-09
 2.160014183351e-02   +8.841318856194e-06   -1.6358e-13   +6.3102e-22   +3.1285e-17   -1.6461e-08   -2.1800e-09
 2.161956497509e-02   +8.865191020943e-06   -1.6705e-13   +6.5726e-22   +3.2238e-17   -1.6491e-08   -2.1839e-09
 2.163900558223e-02   +8.889127642325e-06   -1.7059e-13   +6.8456e-22   +3.3220e-17   -1.6520e-08   -2.1879e-09
 2.165846367063e-02   +8.913128894382e-06   -1.7420e-13   +7.1297e-22   +3.4230e-17   -1.6550e-08   -2.1918e-09
 2.167793925601e-02   +8.937194951625e-06   -1.7789e-13   +7.4253e-22   +3.5270e-17   -1.6580e-08   -2.1957e-09
 2.169743235410e-02   +8.961325989035e-06   -1.8165e-13   +7.7329e-22   +3.6340e-17   -1.6610e-08   -2.1997e-09
 2.171694298065e-02   +8.985522182067e-06   -1.8549e-13   +8.0529e-22   +3.7442e-17   -1.6639e-08   -2.2036e-09
