# Standard Model Evoultion for 1 keV < T < 10 MeV as calculated in Escudero 2001.04466, JCAP 05 (2020) 048
# Includes NLO-QED thermal corrections, and the electron mass and spin-statistics in the collision terms
# Neff          = 3.044
# O_nu/mnu (eV) = 93.07
# s0 (cm^-3)    = 2906.92
# g_s0          = 3.930
# g_*0          = 3.383
# Definitions: a is the dimensionless scale factor, z_gam = a T_gam/m_e , z_nu = a T_nu/m_e, N is defined in Eq A.17 in 2001.04466
# t (s)        T_gam (MeV)    T_gam/T_nue    T_gam/T_numu   g*             gs             a              z_gam          z_nue          z_numu         N              
2.3627184E+02  7.3790423E-02  1.3658910E+00  1.3677876E+00  3.6566996E+00  4.1832919E+00  9.4814371E+00  1.3691571E+00  1.0023912E+00  1.0010012E+00  1.0455858E-06  
2.4102310E+02  7.3113908E-02  1.3671310E+00  1.3690293E+00  3.6444464E+00  4.1719194E+00  9.5778550E+00  1.3704000E+00  1.0023912E+00  1.0010012E+00  9.5129791E-07  
2.4585719E+02  7.2443596E-02  1.3683335E+00  1.3702335E+00  3.6326037E+00  4.1609297E+00  9.6749805E+00  1.3716054E+00  1.0023912E+00  1.0010012E+00  8.6053622E-07  
2.5077542E+02  7.1779429E-02  1.3694989E+00  1.3714006E+00  3.6211643E+00  4.1503161E+00  9.7728186E+00  1.3727737E+00  1.0023912E+00  1.0010012E+00  7.7834648E-07  
2.5577913E+02  7.1121351E-02  1.3706276E+00  1.3725308E+00  3.6101210E+00  4.1400716E+00  9.8713740E+00  1.3739050E+00  1.0023912E+00  1.0010012E+00  7.0685374E-07  
2.6086969E+02  7.0469307E-02  1.3717198E+00  1.3736246E+00  3.5994661E+00  4.1301894E+00  9.9706523E+00  1.3749999E+00  1.0023912E+00  1.0010012E+00  6.3617456E-07  
2.6604853E+02  6.9823240E-02  1.3727762E+00  1.3746824E+00  3.5891920E+00  4.1206623E+00  1.0070659E+01  1.3760588E+00  1.0023912E+00  1.0010012E+00  5.7304059E-07  
2.7131707E+02  6.9183097E-02  1.3737970E+00  1.3757047E+00  3.5792911E+00  4.1114830E+00  1.0171400E+01  1.3770821E+00  1.0023912E+00  1.0010012E+00  5.1953866E-07  
2.7667682E+02  6.8548823E-02  1.3747829E+00  1.3766919E+00  3.5697555E+00  4.1026443E+00  1.0272881E+01  1.3780703E+00  1.0023912E+00  1.0010012E+00  4.6596976E-07  
2.8212928E+02  6.7920363E-02  1.3757342E+00  1.3776446E+00  3.5605772E+00  4.0941387E+00  1.0375110E+01  1.3790240E+00  1.0023912E+00  1.0010012E+00  4.1794838E-07  
2.8767603E+02  6.7297666E-02  1.3766517E+00  1.3785633E+00  3.5517484E+00  4.0859588E+00  1.0478093E+01  1.3799436E+00  1.0023912E+00  1.0010012E+00  3.7818804E-07  
2.9331866E+02  6.6680677E-02  1.3775357E+00  1.3794486E+00  3.5432609E+00  4.0780970E+00  1.0581836E+01  1.3808298E+00  1.0023912E+00  1.0010012E+00  3.3830221E-07  
2.9905882E+02  6.6069345E-02  1.3783870E+00  1.3803011E+00  3.5351067E+00  4.0705457E+00  1.0686349E+01  1.3816831E+00  1.0023913E+00  1.0010012E+00  3.0349821E-07  
3.0489819E+02  6.5463617E-02  1.3792062E+00  1.3811214E+00  3.5272776E+00  4.0632973E+00  1.0791638E+01  1.3825042E+00  1.0023913E+00  1.0010012E+00  2.7453558E-07  
3.1083850E+02  6.4863443E-02  1.3799938E+00  1.3819101E+00  3.5197654E+00  4.0563442E+00  1.0897711E+01  1.3832937E+00  1.0023913E+00  1.0010012E+00  2.4300011E-07  
3.1688153E+02  6.4268772E-02  1.3807505E+00  1.3826679E+00  3.5125619E+00  4.0496785E+00  1.1004578E+01  1.3840522E+00  1.0023913E+00  1.0010012E+00  2.1780619E-07  
3.2302909E+02  6.3679552E-02  1.3814770E+00  1.3833954E+00  3.5056590E+00  4.0432928E+00  1.1112246E+01  1.3847805E+00  1.0023913E+00  1.0010012E+00  1.9431337E-07  
3.2928305E+02  6.3095734E-02  1.3821740E+00  1.3840933E+00  3.4990484E+00  4.0371791E+00  1.1220724E+01  1.3854791E+00  1.0023913E+00  1.0010012E+00  1.7379173E-07  
3.3564532E+02  6.2517269E-02  1.3828421E+00  1.3847624E+00  3.4927220E+00  4.0313300E+00  1.1330023E+01  1.3861489E+00  1.0023913E+00  1.0010012E+00  1.7039425E-07  
3.4211786E+02  6.1944108E-02  1.3834822E+00  1.3854033E+00  3.4866715E+00  4.0257376E+00  1.1440151E+01  1.3867904E+00  1.0023913E+00  1.0010012E+00  1.6698396E-07  
3.4870267E+02  6.1376201E-02  1.3840948E+00  1.3860168E+00  3.4808890E+00  4.0203945E+00  1.1551118E+01  1.3874045E+00  1.0023913E+00  1.0010012E+00  1.5571212E-07  
3.5540181E+02  6.0813500E-02  1.3846807E+00  1.3866035E+00  3.4753662E+00  4.0152929E+00  1.1662934E+01  1.3879919E+00  1.0023913E+00  1.0010012E+00  1.4522764E-07  
3.6221739E+02  6.0255959E-02  1.3852407E+00  1.3871643E+00  3.4700952E+00  4.0104253E+00  1.1775610E+01  1.3885532E+00  1.0023913E+00  1.0010012E+00  1.2739485E-07  
3.6915156E+02  5.9703529E-02  1.3857754E+00  1.3876998E+00  3.4650680E+00  4.0057844E+00  1.1889156E+01  1.3890892E+00  1.0023913E+00  1.0010012E+00  1.1424685E-07  
3.7620654E+02  5.9156163E-02  1.3862857E+00  1.3882108E+00  3.4602766E+00  4.0013626E+00  1.2003584E+01  1.3896007E+00  1.0023913E+00  1.0010012E+00  1.0556498E-07  
3.8338457E+02  5.8613816E-02  1.3867722E+00  1.3886980E+00  3.4557133E+00  3.9971526E+00  1.2118903E+01  1.3900884E+00  1.0023913E+00  1.0010012E+00  8.8948476E-08  
3.9068799E+02  5.8076442E-02  1.3872357E+00  1.3891621E+00  3.4513703E+00  3.9931472E+00  1.2235126E+01  1.3905530E+00  1.0023913E+00  1.0010012E+00  8.2914547E-08  
3.9811915E+02  5.7543994E-02  1.3876770E+00  1.3896040E+00  3.4472400E+00  3.9893392E+00  1.2352264E+01  1.3909953E+00  1.0023913E+00  1.0010012E+00  7.3888275E-08  
4.0568048E+02  5.7016427E-02  1.3880967E+00  1.3900243E+00  3.4433148E+00  3.9857216E+00  1.2470329E+01  1.3914161E+00  1.0023913E+00  1.0010012E+00  6.3855795E-08  
4.1337445E+02  5.6493697E-02  1.3884956E+00  1.3904238E+00  3.4395874E+00  3.9822873E+00  1.2589332E+01  1.3918159E+00  1.0023913E+00  1.0010012E+00  5.9094362E-08  
4.2120359E+02  5.5975760E-02  1.3888745E+00  1.3908031E+00  3.4360503E+00  3.9790296E+00  1.2709287E+01  1.3921957E+00  1.0023913E+00  1.0010012E+00  4.9353600E-08  
4.2917050E+02  5.5462571E-02  1.3892339E+00  1.3911631E+00  3.4326964E+00  3.9759416E+00  1.2830204E+01  1.3925560E+00  1.0023913E+00  1.0010012E+00  4.7949025E-08  
4.3727782E+02  5.4954087E-02  1.3895747E+00  1.3915044E+00  3.4295187E+00  3.9730168E+00  1.2952097E+01  1.3928976E+00  1.0023913E+00  1.0010012E+00  3.9726044E-08  
4.4552826E+02  5.4450265E-02  1.3898976E+00  1.3918277E+00  3.4265101E+00  3.9702488E+00  1.3074979E+01  1.3932212E+00  1.0023913E+00  1.0010012E+00  2.9363378E-08  
4.5392457E+02  5.3951062E-02  1.3902032E+00  1.3921337E+00  3.4236640E+00  3.9676310E+00  1.3198861E+01  1.3935276E+00  1.0023913E+00  1.0010012E+00  2.4590449E-08  
4.6246957E+02  5.3456436E-02  1.3904922E+00  1.3924231E+00  3.4209735E+00  3.9651574E+00  1.3323758E+01  1.3938173E+00  1.0023913E+00  1.0010012E+00  1.3955629E-08  
4.7116616E+02  5.2966344E-02  1.3907653E+00  1.3926966E+00  3.4184324E+00  3.9628219E+00  1.3449683E+01  1.3940911E+00  1.0023913E+00  1.0010012E+00  1.7510916E-08  
4.8001726E+02  5.2480746E-02  1.3910232E+00  1.3929549E+00  3.4160341E+00  3.9606184E+00  1.3576648E+01  1.3943496E+00  1.0023913E+00  1.0010012E+00  1.1175068E-08  
4.8902587E+02  5.1999600E-02  1.3912665E+00  1.3931985E+00  3.4137724E+00  3.9585413E+00  1.3704668E+01  1.3945934E+00  1.0023913E+00  1.0010012E+00  1.5052256E-08  
4.9819507E+02  5.1522864E-02  1.3914958E+00  1.3934281E+00  3.4116414E+00  3.9565848E+00  1.3833755E+01  1.3948232E+00  1.0023913E+00  1.0010012E+00  1.0085750E-08  
5.0752798E+02  5.1050500E-02  1.3917117E+00  1.3936443E+00  3.4096351E+00  3.9547435E+00  1.3963923E+01  1.3950397E+00  1.0023913E+00  1.0010012E+00  9.7813458E-09  
5.1702778E+02  5.0582466E-02  1.3919148E+00  1.3938477E+00  3.4077478E+00  3.9530120E+00  1.4095187E+01  1.3952433E+00  1.0023913E+00  1.0010012E+00  9.6406134E-09  
5.2669773E+02  5.0118723E-02  1.3921058E+00  1.3940390E+00  3.4059739E+00  3.9513852E+00  1.4227560E+01  1.3954348E+00  1.0023913E+00  1.0010012E+00  4.2318090E-09  
5.3654113E+02  4.9659232E-02  1.3922852E+00  1.3942186E+00  3.4043081E+00  3.9498580E+00  1.4361057E+01  1.3956146E+00  1.0023913E+00  1.0010012E+00  1.0889499E-08  
5.4656139E+02  4.9203954E-02  1.3924536E+00  1.3943872E+00  3.4027450E+00  3.9484256E+00  1.4495691E+01  1.3957833E+00  1.0023913E+00  1.0010012E+00  3.7874903E-09  
5.5676193E+02  4.8752849E-02  1.3926114E+00  1.3945453E+00  3.4012796E+00  3.9470832E+00  1.4631476E+01  1.3959416E+00  1.0023913E+00  1.0010012E+00  8.1410226E-09  
5.6714628E+02  4.8305880E-02  1.3927593E+00  1.3946933E+00  3.3999071E+00  3.9458263E+00  1.4768427E+01  1.3960898E+00  1.0023913E+00  1.0010012E+00  1.4540959E-09  
5.7771802E+02  4.7863009E-02  1.3928976E+00  1.3948319E+00  3.3986226E+00  3.9446505E+00  1.4906558E+01  1.3962285E+00  1.0023913E+00  1.0010012E+00  3.5749834E-09  
5.8848079E+02  4.7424199E-02  1.3930270E+00  1.3949615E+00  3.3974215E+00  3.9435514E+00  1.5045885E+01  1.3963582E+00  1.0023913E+00  1.0010012E+00  2.4165367E-09  
5.9943831E+02  4.6989411E-02  1.3931479E+00  1.3950825E+00  3.3962996E+00  3.9425251E+00  1.5186420E+01  1.3964793E+00  1.0023913E+00  1.0010012E+00  3.0228383E-09  
6.1059437E+02  4.6558609E-02  1.3932607E+00  1.3951955E+00  3.3952524E+00  3.9415676E+00  1.5328179E+01  1.3965924E+00  1.0023913E+00  1.0010012E+00  1.8407787E-09  
6.2195283E+02  4.6131757E-02  1.3933659E+00  1.3953008E+00  3.3942759E+00  3.9406750E+00  1.5471177E+01  1.3966978E+00  1.0023913E+00  1.0010012E+00  2.4585390E-09  
6.3351763E+02  4.5708819E-02  1.3934639E+00  1.3953989E+00  3.3933662E+00  3.9398438E+00  1.5615428E+01  1.3967960E+00  1.0023913E+00  1.0010012E+00  2.6766292E-09  
6.4529276E+02  4.5289758E-02  1.3935550E+00  1.3954902E+00  3.3925195E+00  3.9390704E+00  1.5760947E+01  1.3968874E+00  1.0023913E+00  1.0010012E+00  3.0299236E-09
6.5728230E+02  4.4874539E-02  1.3936398E+00  1.3955751E+00  3.3917322E+00  3.9383516E+00  1.5907749E+01  1.3969724E+00  1.0023913E+00  1.0010012E+00  3.6299236E-09  
6.6949040E+02  4.4463127E-02  1.3937186E+00  1.3956540E+00  3.3910008E+00  3.9376840E+00  1.6055849E+01  1.3970514E+00  1.0023913E+00  1.0010012E+00  1.2153750E-09  
6.8192130E+02  4.4055486E-02  1.3937917E+00  1.3957272E+00  3.3903220E+00  3.9370646E+00  1.6205262E+01  1.3971246E+00  1.0023913E+00  1.0010012E+00  3.0670434E-09  
6.9457929E+02  4.3651583E-02  1.3938594E+00  1.3957950E+00  3.3896926E+00  3.9364906E+00  1.6356002E+01  1.3971925E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
7.0746876E+02  4.3251383E-02  1.3939222E+00  1.3958578E+00  3.3891096E+00  3.9359590E+00  1.6508085E+01  1.3972554E+00  1.0023913E+00  1.0010012E+00  1.4977769E-09  
7.2059417E+02  4.2854852E-02  1.3939802E+00  1.3959160E+00  3.3885701E+00  3.9354673E+00  1.6661527E+01  1.3973136E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
7.3396007E+02  4.2461956E-02  1.3940339E+00  1.3959697E+00  3.3880713E+00  3.9350129E+00  1.6816341E+01  1.3973674E+00  1.0023913E+00  1.0010012E+00  2.6828577E-09  
7.4757107E+02  4.2072663E-02  1.3940834E+00  1.3960193E+00  3.3876107E+00  3.9345934E+00  1.6972544E+01  1.3974171E+00  1.0023913E+00  1.0010012E+00  4.8789377E-10  
7.6143189E+02  4.1686938E-02  1.3941291E+00  1.3960651E+00  3.3871858E+00  3.9342065E+00  1.7130151E+01  1.3974629E+00  1.0023913E+00  1.0010012E+00  5.9816335E-10  
7.7554732E+02  4.1304750E-02  1.3941712E+00  1.3961072E+00  3.3867942E+00  3.9338501E+00  1.7289176E+01  1.3975051E+00  1.0023913E+00  1.0010012E+00  8.0556388E-10  
7.8992223E+02  4.0926066E-02  1.3942100E+00  1.3961460E+00  3.3864336E+00  3.9335220E+00  1.7449636E+01  1.3975439E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
8.0456159E+02  4.0550854E-02  1.3942456E+00  1.3961817E+00  3.3861019E+00  3.9332204E+00  1.7611546E+01  1.3975797E+00  1.0023913E+00  1.0010012E+00  6.9136658E-10  
8.1947046E+02  4.0179081E-02  1.3942783E+00  1.3962145E+00  3.3857972E+00  3.9329434E+00  1.7774920E+01  1.3976125E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
8.3465397E+02  3.9810717E-02  1.3943084E+00  1.3962446E+00  3.3855176E+00  3.9326892E+00  1.7939776E+01  1.3976426E+00  1.0023913E+00  1.0010012E+00  4.1468428E-09  
8.5011737E+02  3.9445730E-02  1.3943359E+00  1.3962722E+00  3.3852612E+00  3.9324563E+00  1.8106128E+01  1.3976702E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
8.6586597E+02  3.9084090E-02  1.3943611E+00  1.3962974E+00  3.3850264E+00  3.9322431E+00  1.8273993E+01  1.3976954E+00  1.0023913E+00  1.0010012E+00  1.8294467E-09  
8.8190521E+02  3.8725764E-02  1.3943842E+00  1.3963205E+00  3.3848117E+00  3.9320481E+00  1.8443385E+01  1.3977185E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
8.9824061E+02  3.8370725E-02  1.3944052E+00  1.3963416E+00  3.3846154E+00  3.9318699E+00  1.8614320E+01  1.3977396E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
9.1487778E+02  3.8018940E-02  1.3944244E+00  1.3963608E+00  3.3844363E+00  3.9317074E+00  1.8786815E+01  1.3977589E+00  1.0023913E+00  1.0010012E+00  1.1709467E-09  
9.3182245E+02  3.7670380E-02  1.3944419E+00  1.3963783E+00  3.3842729E+00  3.9315592E+00  1.8960886E+01  1.3977765E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
9.4908044E+02  3.7325016E-02  1.3944579E+00  1.3963943E+00  3.3841242E+00  3.9314244E+00  1.9136548E+01  1.3977924E+00  1.0023913E+00  1.0010012E+00  1.1101121E-09  
9.6665767E+02  3.6982818E-02  1.3944724E+00  1.3964088E+00  3.3839889E+00  3.9313017E+00  1.9313817E+01  1.3978070E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
9.8456018E+02  3.6643757E-02  1.3944856E+00  1.3964220E+00  3.3838659E+00  3.9311903E+00  1.9492709E+01  1.3978202E+00  1.0023913E+00  1.0010012E+00  3.3705070E-09  
1.0027941E+03  3.6307805E-02  1.3944975E+00  1.3964340E+00  3.3837544E+00  3.9310893E+00  1.9673242E+01  1.3978322E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.0213657E+03  3.5974934E-02  1.3945083E+00  1.3964448E+00  3.3836532E+00  3.9309977E+00  1.9855430E+01  1.3978430E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.0402813E+03  3.5645113E-02  1.3945181E+00  1.3964546E+00  3.3835617E+00  3.9309148E+00  2.0039291E+01  1.3978528E+00  1.0023913E+00  1.0010012E+00  4.9640619E-09  
1.0595474E+03  3.5318317E-02  1.3945270E+00  1.3964635E+00  3.3834788E+00  3.9308399E+00  2.0224841E+01  1.3978617E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.0791707E+03  3.4994517E-02  1.3945350E+00  1.3964715E+00  3.3834041E+00  3.9307722E+00  2.0412096E+01  1.3978697E+00  1.0023913E+00  1.0010012E+00  6.2585852E-10  
1.0991577E+03  3.4673685E-02  1.3945422E+00  1.3964788E+00  3.3833366E+00  3.9307112E+00  2.0601074E+01  1.3978770E+00  1.0023913E+00  1.0010012E+00  4.8166946E-09  
1.1195154E+03  3.4355795E-02  1.3945487E+00  1.3964853E+00  3.3832758E+00  3.9306562E+00  2.0791790E+01  1.3978835E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.1402506E+03  3.4040819E-02  1.3945546E+00  1.3964911E+00  3.3832211E+00  3.9306068E+00  2.0984262E+01  1.3978894E+00  1.0023913E+00  1.0010012E+00  9.9820697E-10  
1.1613706E+03  3.3728731E-02  1.3945598E+00  1.3964964E+00  3.3831719E+00  3.9305624E+00  2.1178507E+01  1.3978946E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.1828825E+03  3.3419504E-02  1.3945645E+00  1.3965011E+00  3.3831278E+00  3.9305225E+00  2.1374541E+01  1.3978993E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.2047936E+03  3.3113112E-02  1.3945688E+00  1.3965053E+00  3.3830883E+00  3.9304868E+00  2.1572383E+01  1.3979036E+00  1.0023913E+00  1.0010012E+00  2.0935841E-09  
1.2271114E+03  3.2809529E-02  1.3945725E+00  1.3965091E+00  3.3830528E+00  3.9304548E+00  2.1772049E+01  1.3979074E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.2498435E+03  3.2508730E-02  1.3945759E+00  1.3965125E+00  3.3830212E+00  3.9304262E+00  2.1973556E+01  1.3979108E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.2729977E+03  3.2210688E-02  1.3945789E+00  1.3965155E+00  3.3829929E+00  3.9304007E+00  2.2176923E+01  1.3979138E+00  1.0023913E+00  1.0010012E+00  4.6393176E-09  
1.2965818E+03  3.1915379E-02  1.3945816E+00  1.3965182E+00  3.3829677E+00  3.9303780E+00  2.2382167E+01  1.3979165E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.3206040E+03  3.1622777E-02  1.3945840E+00  1.3965206E+00  3.3829452E+00  3.9303578E+00  2.2589305E+01  1.3979189E+00  1.0023913E+00  1.0010012E+00  3.2194149E-10  
1.3450723E+03  3.1332857E-02  1.3945861E+00  1.3965227E+00  3.3829253E+00  3.9303398E+00  2.2798356E+01  1.3979210E+00  1.0023913E+00  1.0010012E+00  1.2013519E-09  
1.3699952E+03  3.1045596E-02  1.3945880E+00  1.3965246E+00  3.3829075E+00  3.9303238E+00  2.3009338E+01  1.3979229E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.3953810E+03  3.0760968E-02  1.3945897E+00  1.3965263E+00  3.3828918E+00  3.9303096E+00  2.3222269E+01  1.3979246E+00  1.0023913E+00  1.0010012E+00  2.6531382E-10  
1.4212384E+03  3.0478950E-02  1.3945912E+00  1.3965278E+00  3.3828779E+00  3.9302971E+00  2.3437167E+01  1.3979261E+00  1.0023913E+00  1.0010012E+00  2.3811025E-09  
1.4475763E+03  3.0199517E-02  1.3945925E+00  1.3965291E+00  3.3828656E+00  3.9302860E+00  2.3654050E+01  1.3979274E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.4744036E+03  2.9922646E-02  1.3945937E+00  1.3965303E+00  3.3828547E+00  3.9302762E+00  2.3872938E+01  1.3979285E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.5017293E+03  2.9648314E-02  1.3945947E+00  1.3965313E+00  3.3828451E+00  3.9302676E+00  2.4093849E+01  1.3979296E+00  1.0023913E+00  1.0010012E+00  2.4892706E-09  
1.5295629E+03  2.9376497E-02  1.3945956E+00  1.3965322E+00  3.3828367E+00  3.9302600E+00  2.4316803E+01  1.3979305E+00  1.0023913E+00  1.0010012E+00  1.1223819E-10  
1.5579137E+03  2.9107171E-02  1.3945964E+00  1.3965330E+00  3.3828292E+00  3.9302533E+00  2.4541817E+01  1.3979313E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.5867914E+03  2.8840315E-02  1.3945971E+00  1.3965337E+00  3.3828227E+00  3.9302474E+00  2.4768912E+01  1.3979320E+00  1.0023913E+00  1.0010012E+00  4.8258933E-10  
1.6162059E+03  2.8575905E-02  1.3945977E+00  1.3965343E+00  3.3828170E+00  3.9302423E+00  2.4998107E+01  1.3979326E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.6461670E+03  2.8313920E-02  1.3945982E+00  1.3965348E+00  3.3828120E+00  3.9302378E+00  2.5229421E+01  1.3979331E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.6766850E+03  2.8054336E-02  1.3945987E+00  1.3965353E+00  3.3828076E+00  3.9302338E+00  2.5462875E+01  1.3979336E+00  1.0023913E+00  1.0010012E+00  5.3158664E-11  
1.7077702E+03  2.7797133E-02  1.3945991E+00  1.3965357E+00  3.3828038E+00  3.9302304E+00  2.5698487E+01  1.3979340E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.7394333E+03  2.7542287E-02  1.3945994E+00  1.3965360E+00  3.3828005E+00  3.9302274E+00  2.5936279E+01  1.3979343E+00  1.0023913E+00  1.0010012E+00  2.5116391E-11  
1.7716849E+03  2.7289778E-02  1.3945997E+00  1.3965364E+00  3.3827976E+00  3.9302248E+00  2.6176270E+01  1.3979346E+00  1.0023913E+00  1.0010012E+00  2.4019970E-12  
1.8045360E+03  2.7039584E-02  1.3946000E+00  1.3965366E+00  3.3827950E+00  3.9302226E+00  2.6418481E+01  1.3979349E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.8379978E+03  2.6791683E-02  1.3946002E+00  1.3965369E+00  3.3827929E+00  3.9302206E+00  2.6662933E+01  1.3979351E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.8720817E+03  2.6546056E-02  1.3946004E+00  1.3965371E+00  3.3827910E+00  3.9302189E+00  2.6909646E+01  1.3979353E+00  1.0023913E+00  1.0010012E+00  7.9358602E-12  
1.9067991E+03  2.6302680E-02  1.3946006E+00  1.3965372E+00  3.3827893E+00  3.9302175E+00  2.7158641E+01  1.3979355E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.9421619E+03  2.6061535E-02  1.3946008E+00  1.3965374E+00  3.3827879E+00  3.9302162E+00  2.7409940E+01  1.3979357E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
1.9781821E+03  2.5822602E-02  1.3946009E+00  1.3965375E+00  3.3827867E+00  3.9302151E+00  2.7663564E+01  1.3979358E+00  1.0023913E+00  1.0010012E+00  1.6896127E-12  
2.0148719E+03  2.5585859E-02  1.3946010E+00  1.3965376E+00  3.3827857E+00  3.9302142E+00  2.7919534E+01  1.3979359E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
2.0522438E+03  2.5351286E-02  1.3946011E+00  1.3965377E+00  3.3827848E+00  3.9302134E+00  2.8177872E+01  1.3979360E+00  1.0023913E+00  1.0010012E+00  1.1460117E-11  
2.0903105E+03  2.5118864E-02  1.3946012E+00  1.3965378E+00  3.3827840E+00  3.9302127E+00  2.8438600E+01  1.3979361E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
2.1290848E+03  2.4888573E-02  1.3946012E+00  1.3965379E+00  3.3827834E+00  3.9302121E+00  2.8701741E+01  1.3979361E+00  1.0023913E+00  1.0010012E+00  1.0631438E-11  
2.1685800E+03  2.4660393E-02  1.3946013E+00  1.3965379E+00  3.3827828E+00  3.9302116E+00  2.8967316E+01  1.3979362E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
2.2088095E+03  2.4434306E-02  1.3946014E+00  1.3965380E+00  3.3827823E+00  3.9302112E+00  2.9235348E+01  1.3979363E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
2.2497868E+03  2.4210290E-02  1.3946014E+00  1.3965380E+00  3.3827819E+00  3.9302108E+00  2.9505860E+01  1.3979363E+00  1.0023913E+00  1.0010012E+00  2.1663525E-11  
2.2915259E+03  2.3988329E-02  1.3946014E+00  1.3965381E+00  3.3827816E+00  3.9302105E+00  2.9778876E+01  1.3979363E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
2.3340410E+03  2.3768403E-02  1.3946015E+00  1.3965381E+00  3.3827813E+00  3.9302102E+00  3.0054417E+01  1.3979364E+00  1.0023913E+00  1.0010012E+00  8.2121009E-11  
2.3773465E+03  2.3550493E-02  1.3946015E+00  1.3965381E+00  3.3827810E+00  3.9302100E+00  3.0332507E+01  1.3979364E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
2.4214571E+03  2.3334581E-02  1.3946015E+00  1.3965381E+00  3.3827808E+00  3.9302098E+00  3.0613171E+01  1.3979364E+00  1.0023913E+00  1.0010012E+00  1.9986846E-10  
2.4663878E+03  2.3120648E-02  1.3946015E+00  1.3965382E+00  3.3827806E+00  3.9302096E+00  3.0896432E+01  1.3979364E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
2.5121538E+03  2.2908677E-02  1.3946016E+00  1.3965382E+00  3.3827805E+00  3.9302095E+00  3.1182313E+01  1.3979365E+00  1.0023913E+00  1.0010012E+00  8.0132701E-11  
2.5587706E+03  2.2698649E-02  1.3946016E+00  1.3965382E+00  3.3827804E+00  3.9302094E+00  3.1470840E+01  1.3979365E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
2.6062541E+03  2.2490546E-02  1.3946016E+00  1.3965382E+00  3.3827802E+00  3.9302093E+00  3.1762036E+01  1.3979365E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
2.6546204E+03  2.2284351E-02  1.3946016E+00  1.3965382E+00  3.3827802E+00  3.9302092E+00  3.2055927E+01  1.3979365E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
2.7038858E+03  2.2080047E-02  1.3946016E+00  1.3965382E+00  3.3827801E+00  3.9302092E+00  3.2352537E+01  1.3979365E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
2.7540672E+03  2.1877616E-02  1.3946016E+00  1.3965382E+00  3.3827800E+00  3.9302091E+00  3.2651892E+01  1.3979365E+00  1.0023913E+00  1.0010012E+00  1.4161159E-11  
2.8051815E+03  2.1677041E-02  1.3946016E+00  1.3965382E+00  3.3827800E+00  3.9302091E+00  3.2954016E+01  1.3979365E+00  1.0023913E+00  1.0010012E+00  3.2952735E-12  
2.8572461E+03  2.1478305E-02  1.3946016E+00  1.3965382E+00  3.3827799E+00  3.9302090E+00  3.3258936E+01  1.3979365E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
2.9102786E+03  2.1281390E-02  1.3946016E+00  1.3965382E+00  3.3827799E+00  3.9302090E+00  3.3566677E+01  1.3979365E+00  1.0023913E+00  1.0010012E+00  0.0000000E+00  
2.9642971E+03  2.1086281E-02  1.3946016E+00  1.3965382E+00  3.3827799E+00  3.9302090E+00  3.3877266E+01  1.3979365E+00  1.0023913E+00  1.0010012E+00  2.2131088E-12  
