# Standard Model Evoultion for 1 keV < T < 10 MeV as calculated in 2001.04466 
# Includes NLO-QED thermal corrections, and the electron mass and spin-statistics in the collision terms
# Neff          = 3.04483     
# O_nu/mnu (eV) = 93.06       
# s0 (cm^-3)    = 2907.1      
# g_s0          = 3.9304      
# g_*0          = 3.383       
#t (s)         T_gam (MeV)    T_gam/T_nu     g*             gs             a              z_gam          z_nu           N(a)
3.3715040E+03  1.9769696E-02  1.3958344E+00  3.3830049E+00  3.9304458E+00  7.0709647E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.4340973E+03  1.9588447E-02  1.3958344E+00  3.3830049E+00  3.9304458E+00  7.1363915E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.4978544E+03  1.9408859E-02  1.3958344E+00  3.3830049E+00  3.9304458E+00  7.2024238E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.5627967E+03  1.9230917E-02  1.3958344E+00  3.3830049E+00  3.9304458E+00  7.2690670E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.6289464E+03  1.9054607E-02  1.3958344E+00  3.3830049E+00  3.9304458E+00  7.3363268E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.6963259E+03  1.8879913E-02  1.3958344E+00  3.3830049E+00  3.9304458E+00  7.4042090E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.7649581E+03  1.8706821E-02  1.3958344E+00  3.3830049E+00  3.9304458E+00  7.4727193E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.8348663E+03  1.8535316E-02  1.3958344E+00  3.3830049E+00  3.9304458E+00  7.5418635E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.9060741E+03  1.8365383E-02  1.3958344E+00  3.3830049E+00  3.9304458E+00  7.6116475E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.9786058E+03  1.8197009E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.6820772E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.0524860E+03  1.8030177E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.7531586E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.1277397E+03  1.7864876E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.8248977E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.2043925E+03  1.7701090E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.8973006E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.2824703E+03  1.7538805E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  7.9703734E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.3619998E+03  1.7378008E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.0441224E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.4430078E+03  1.7218686E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.1185537E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.5255218E+03  1.7060824E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.1936738E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.6095699E+03  1.6904409E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.2694889E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.6951806E+03  1.6749429E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.3460056E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.7823829E+03  1.6595869E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.4232302E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.8712063E+03  1.6443717E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.5011694E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.9616812E+03  1.6292960E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.5798297E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.0538381E+03  1.6143586E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.6592179E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.1477083E+03  1.5995580E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.7393407E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.2433237E+03  1.5848932E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.8202048E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.3407167E+03  1.5703628E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.9018172E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.4399205E+03  1.5559656E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  8.9841847E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.5409685E+03  1.5417005E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.0673143E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.6438952E+03  1.5275661E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.1512131E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.7487354E+03  1.5135612E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.2358883E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.8555248E+03  1.4996848E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.3213469E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.9642995E+03  1.4859356E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.4075962E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.0750965E+03  1.4723125E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.4946437E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.1879533E+03  1.4588143E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.5824965E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.3029083E+03  1.4454398E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.6711623E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.4200005E+03  1.4321879E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.7606484E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.5392696E+03  1.4190575E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.8509626E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.6607561E+03  1.4060475E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  9.9421124E+01  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.7845011E+03  1.3931568E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0034106E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.9105468E+03  1.3803843E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0126950E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.0389358E+03  1.3677288E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0220654E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.1697118E+03  1.3551894E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0315224E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.3029190E+03  1.3427650E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0410670E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.4386028E+03  1.3304544E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0506998E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.5768091E+03  1.3182567E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0604219E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.7175848E+03  1.3061709E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0702338E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.8609778E+03  1.2941958E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0801366E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.0070367E+03  1.2823306E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.0901310E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.1558110E+03  1.2705741E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1002178E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.3073512E+03  1.2589254E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1103980E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.4617087E+03  1.2473835E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1206724E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.6189360E+03  1.2359474E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1310418E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.7790863E+03  1.2246162E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1415072E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
8.9422141E+03  1.2133889E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1520695E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.1083746E+03  1.2022644E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1627294E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.2776243E+03  1.1912420E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1734880E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.4500206E+03  1.1803206E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1843462E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.6256220E+03  1.1694994E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.1953048E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.8044881E+03  1.1587774E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2063648E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
9.9866795E+03  1.1481536E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2175272E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.0172258E+04  1.1376273E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2287928E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.0361287E+04  1.1271975E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2401627E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.0553830E+04  1.1168632E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2516378E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.0749953E+04  1.1066238E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2632191E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.0949722E+04  1.0964782E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2749075E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.1153205E+04  1.0864256E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2867041E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.1360470E+04  1.0764652E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.2986098E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.1571590E+04  1.0665961E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.3106257E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.1786634E+04  1.0568175E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.3227527E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.2005676E+04  1.0471285E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.3349920E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.2228791E+04  1.0375284E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.3473445E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.2456053E+04  1.0280163E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.3598114E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.2687541E+04  1.0185914E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.3723936E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.2923332E+04  1.0092529E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.3850922E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.3163508E+04  1.0000000E-02  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.3979083E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.3408148E+04  9.9083194E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.4108429E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.3657336E+04  9.8174794E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.4238973E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.3911157E+04  9.7274722E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.4370725E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.4169697E+04  9.6382902E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.4503695E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.4433044E+04  9.5499259E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.4637896E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.4701287E+04  9.4623716E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.4773339E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.4974516E+04  9.3756201E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.4910035E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.5252826E+04  9.2896639E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.5047996E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.5536309E+04  9.2044957E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.5187233E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.5825063E+04  9.1201084E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.5327759E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.6119186E+04  9.0364947E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.5469585E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.6418776E+04  8.9536477E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.5612724E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.6723936E+04  8.8715601E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.5757186E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.7034770E+04  8.7902252E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.5902986E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.7351382E+04  8.7096359E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.6050134E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.7673881E+04  8.6297855E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.6198644E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.8002376E+04  8.5506671E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.6348529E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.8336977E+04  8.4722741E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.6499800E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.8677799E+04  8.3945999E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.6652470E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.9024958E+04  8.3176377E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.6806554E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.9378571E+04  8.2413812E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.6962063E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
1.9738758E+04  8.1658237E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.7119011E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.0105641E+04  8.0909590E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.7277411E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.0479345E+04  8.0167806E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.7437277E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.0859997E+04  7.9432823E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.7598622E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.1247726E+04  7.8704579E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.7761460E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.1642663E+04  7.7983011E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.7925805E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.2044942E+04  7.7268059E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.8091671E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.2454701E+04  7.6559661E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.8259071E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.2872077E+04  7.5857758E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.8428020E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.3297213E+04  7.5162289E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.8598532E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.3730253E+04  7.4473197E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.8770622E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.4171344E+04  7.3790423E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.8944305E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.4620635E+04  7.3113908E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.9119594E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.5078279E+04  7.2443596E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.9296506E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.5544431E+04  7.1779429E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.9475054E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.6019250E+04  7.1121351E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.9655254E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.6502896E+04  7.0469307E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  1.9837122E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.6995534E+04  6.9823240E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.0020673E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.7497331E+04  6.9183097E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.0205922E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.8008457E+04  6.8548823E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.0392885E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.8529085E+04  6.7920363E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.0581578E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.9059393E+04  6.7297666E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.0772017E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
2.9599560E+04  6.6680677E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.0964218E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.0149770E+04  6.6069345E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.1158198E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.0710208E+04  6.5463617E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.1353972E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.1281066E+04  6.4863443E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.1551558E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.1862537E+04  6.4268772E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.1750972E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.2454818E+04  6.3679552E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.1952231E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.3058111E+04  6.3095734E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.2155353E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.3672620E+04  6.2517269E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.2360354E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.4298553E+04  6.1944108E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.2567252E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.4936123E+04  6.1376201E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.2776064E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.5585546E+04  6.0813500E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.2986808E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.6247043E+04  6.0255959E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.3199502E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.6920838E+04  5.9703529E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.3414165E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.7607160E+04  5.9156163E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.3630813E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.8306242E+04  5.8613816E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.3849467E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.9018321E+04  5.8076442E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.4070143E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
3.9743638E+04  5.7543994E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.4292861E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.0482439E+04  5.7016427E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.4517640E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.1234976E+04  5.6493697E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.4744499E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.2001504E+04  5.5975760E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.4973457E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.2782283E+04  5.5462571E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.5204534E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.3577577E+04  5.4954087E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.5437749E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.4387657E+04  5.4450265E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.5673121E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.5212797E+04  5.3951062E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.5910672E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.6053278E+04  5.3456436E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.6150420E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.6909385E+04  5.2966344E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.6392387E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.7781408E+04  5.2480746E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.6636593E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.8669643E+04  5.1999600E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.6883058E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
4.9574392E+04  5.1522864E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.7131804E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.0495961E+04  5.1050500E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.7382851E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.1434664E+04  5.0582466E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.7636222E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.2390818E+04  5.0118723E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.7891937E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.3364748E+04  4.9659232E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.8150018E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.4356785E+04  4.9203954E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.8410486E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.5367266E+04  4.8752849E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.8673365E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.6396532E+04  4.8305880E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.8938677E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.7444935E+04  4.7863009E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.9206443E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.8512828E+04  4.7424199E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.9476687E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
5.9600575E+04  4.6989411E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  2.9749431E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.0708545E+04  4.6558609E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.0024700E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.1837113E+04  4.6131757E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.0302515E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.2986663E+04  4.5708819E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.0582900E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.4157585E+04  4.5289758E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.0865880E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.5350276E+04  4.4874539E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.1151479E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.6565140E+04  4.4463127E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.1439720E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.7802591E+04  4.4055486E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.1730628E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
6.9063047E+04  4.3651583E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.2024228E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.0346938E+04  4.3251383E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.2320545E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.1654697E+04  4.2854852E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.2619603E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
7.2986770E+04  4.2461956E-03  1.3958344E+00  3.3830048E+00  3.9304458E+00  3.2921428E+02  1.3979083E+00  1.0014857E+00  0.0000000E+00  
