# interacting QED pressure, [p^{(n)}] = MeV^4 (n = order of perturbative correction)
# results from Escudero, Jackson, Laine and Sandner ArXiv:2511.XXXXX with me = 0.51099895 MeV, alpha = 1/137.035999084
# columns: T_ga [MeV],   p^{(0)},   p^{(2)non-log},   p^{(2)log},   p^{(3)},   p^{(4)},   p^{(5)}
 1.643579821408e-02   +1.600480674134e-08   -2.5127e-23   +2.5581e-35   +9.5706e-29   -2.1455e-13   -2.8413e-14
 1.645057750758e-02   +1.606245139580e-08   -2.5920e-23   +2.7099e-35   +9.9966e-29   -2.1532e-13   -2.8516e-14
 1.646537009082e-02   +1.612030366952e-08   -2.6738e-23   +2.8706e-35   +1.0441e-28   -2.1609e-13   -2.8619e-14
 1.648017597576e-02   +1.617836431029e-08   -2.7581e-23   +3.0407e-35   +1.0905e-28   -2.1687e-13   -2.8722e-14
 1.649499517434e-02   +1.623663406859e-08   -2.8450e-23   +3.2206e-35   +1.1389e-28   -2.1765e-13   -2.8825e-14
 1.650982769856e-02   +1.629511369759e-08   -2.9345e-23   +3.4111e-35   +1.1894e-28   -2.1844e-13   -2.8929e-14
 1.652467356038e-02   +1.635380395319e-08   -3.0268e-23   +3.6126e-35   +1.2422e-28   -2.1923e-13   -2.9033e-14
 1.653953277180e-02   +1.641270559400e-08   -3.1219e-23   +3.8259e-35   +1.2972e-28   -2.2001e-13   -2.9138e-14
 1.655440534483e-02   +1.647181938137e-08   -3.2199e-23   +4.0515e-35   +1.3545e-28   -2.2081e-13   -2.9243e-14
 1.656929129148e-02   +1.653114607940e-08   -3.3209e-23   +4.2903e-35   +1.4144e-28   -2.2160e-13   -2.9348e-14
 1.658419062377e-02   +1.659068645493e-08   -3.4250e-23   +4.5428e-35   +1.4769e-28   -2.2240e-13   -2.9454e-14
 1.659910335375e-02   +1.665044127755e-08   -3.5323e-23   +4.8100e-35   +1.5420e-28   -2.2320e-13   -2.9560e-14
 1.661402949345e-02   +1.671041131965e-08   -3.6428e-23   +5.0927e-35   +1.6100e-28   -2.2400e-13   -2.9666e-14
 1.662896905494e-02   +1.677059735638e-08   -3.7567e-23   +5.3917e-35   +1.6809e-28   -2.2481e-13   -2.9773e-14
 1.664392205030e-02   +1.683100016569e-08   -3.8741e-23   +5.7080e-35   +1.7549e-28   -2.2562e-13   -2.9880e-14
 1.665888849158e-02   +1.689162052834e-08   -3.9950e-23   +6.0426e-35   +1.8320e-28   -2.2643e-13   -2.9988e-14
 1.667386839090e-02   +1.695245922788e-08   -4.1197e-23   +6.3964e-35   +1.9125e-28   -2.2725e-13   -3.0096e-14
 1.668886176034e-02   +1.701351705071e-08   -4.2480e-23   +6.7706e-35   +1.9965e-28   -2.2807e-13   -3.0204e-14
 1.670386861203e-02   +1.707479478605e-08   -4.3803e-23   +7.1664e-35   +2.0840e-28   -2.2889e-13   -3.0313e-14
 1.671888895808e-02   +1.713629322594e-08   -4.5166e-23   +7.5849e-35   +2.1753e-28   -2.2971e-13   -3.0422e-14
 1.673392281063e-02   +1.719801316531e-08   -4.6570e-23   +8.0274e-35   +2.2705e-28   -2.3054e-13   -3.0532e-14
 1.674897018183e-02   +1.725995540194e-08   -4.8017e-23   +8.4954e-35   +2.3698e-28   -2.3137e-13   -3.0642e-14
 1.676403108383e-02   +1.732212073647e-08   -4.9507e-23   +8.9902e-35   +2.4734e-28   -2.3221e-13   -3.0752e-14
 1.677910552879e-02   +1.738450997243e-08   -5.1043e-23   +9.5134e-35   +2.5813e-28   -2.3304e-13   -3.0863e-14
 1.679419352891e-02   +1.744712391626e-08   -5.2624e-23   +1.0066e-34   +2.6939e-28   -2.3388e-13   -3.0974e-14
 1.680929509635e-02   +1.750996337729e-08   -5.4254e-23   +1.0651e-34   +2.8113e-28   -2.3472e-13   -3.1086e-14
 1.682441024333e-02   +1.757302916777e-08   -5.5932e-23   +1.1269e-34   +2.9338e-28   -2.3557e-13   -3.1198e-14
 1.683953898206e-02   +1.763632210286e-08   -5.7661e-23   +1.1923e-34   +3.0614e-28   -2.3642e-13   -3.1310e-14
 1.685468132476e-02   +1.769984300067e-08   -5.9442e-23   +1.2613e-34   +3.1944e-28   -2.3727e-13   -3.1423e-14
 1.686983728366e-02   +1.776359268227e-08   -6.1277e-23   +1.3344e-34   +3.3332e-28   -2.3812e-13   -3.1536e-14
 1.688500687100e-02   +1.782757197166e-08   -6.3166e-23   +1.4115e-34   +3.4778e-28   -2.3898e-13   -3.1649e-14
 1.690019009904e-02   +1.789178169583e-08   -6.5112e-23   +1.4931e-34   +3.6285e-28   -2.3984e-13   -3.1763e-14
 1.691538698004e-02   +1.795622268473e-08   -6.7117e-23   +1.5793e-34   +3.7857e-28   -2.4070e-13   -3.1878e-14
 1.693059752629e-02   +1.802089577131e-08   -6.9181e-23   +1.6703e-34   +3.9495e-28   -2.4157e-13   -3.1993e-14
 1.694582175007e-02   +1.808580179152e-08   -7.1308e-23   +1.7666e-34   +4.1203e-28   -2.4244e-13   -3.2108e-14
 1.696105966368e-02   +1.815094158432e-08   -7.3498e-23   +1.8683e-34   +4.2983e-28   -2.4332e-13   -3.2224e-14
 1.697631127942e-02   +1.821631599169e-08   -7.5753e-23   +1.9757e-34   +4.4838e-28   -2.4419e-13   -3.2340e-14
 1.699157660963e-02   +1.828192585865e-08   -7.8075e-23   +2.0893e-34   +4.6771e-28   -2.4507e-13   -3.2456e-14
 1.700685566663e-02   +1.834777203324e-08   -8.0467e-23   +2.2092e-34   +4.8786e-28   -2.4595e-13   -3.2573e-14
 1.702214846277e-02   +1.841385536659e-08   -8.2930e-23   +2.3360e-34   +5.0887e-28   -2.4684e-13   -3.2690e-14
 1.703745501039e-02   +1.848017671286e-08   -8.5467e-23   +2.4698e-34   +5.3075e-28   -2.4773e-13   -3.2808e-14
 1.705277532188e-02   +1.854673692932e-08   -8.8079e-23   +2.6113e-34   +5.5356e-28   -2.4862e-13   -3.2926e-14
 1.706810940959e-02   +1.861353687630e-08   -9.0768e-23   +2.7606e-34   +5.7732e-28   -2.4952e-13   -3.3045e-14
 1.708345728593e-02   +1.868057741724e-08   -9.3537e-23   +2.9185e-34   +6.0209e-28   -2.5041e-13   -3.3164e-14
 1.709881896328e-02   +1.874785941869e-08   -9.6389e-23   +3.0851e-34   +6.2789e-28   -2.5132e-13   -3.3283e-14
 1.711419445407e-02   +1.881538375032e-08   -9.9325e-23   +3.2611e-34   +6.5478e-28   -2.5222e-13   -3.3403e-14
 1.712958377070e-02   +1.888315128494e-08   -1.0235e-22   +3.4470e-34   +6.8279e-28   -2.5313e-13   -3.3523e-14
 1.714498692562e-02   +1.895116289849e-08   -1.0546e-22   +3.6434e-34   +7.1198e-28   -2.5404e-13   -3.3644e-14
 1.716040393127e-02   +1.901941947007e-08   -1.0866e-22   +3.8507e-34   +7.4238e-28   -2.5496e-13   -3.3765e-14
 1.717583480009e-02   +1.908792188195e-08   -1.1196e-22   +4.0696e-34   +7.7406e-28   -2.5588e-13   -3.3887e-14
 1.719127954457e-02   +1.915667101958e-08   -1.1536e-22   +4.3008e-34   +8.0706e-28   -2.5680e-13   -3.4009e-14
 1.720673817716e-02   +1.922566777158e-08   -1.1886e-22   +4.5449e-34   +8.4143e-28   -2.5772e-13   -3.4131e-14
 1.722221071037e-02   +1.929491302981e-08   -1.2246e-22   +4.8025e-34   +8.7724e-28   -2.5865e-13   -3.4254e-14
 1.723769715670e-02   +1.936440768929e-08   -1.2616e-22   +5.0746e-34   +9.1454e-28   -2.5958e-13   -3.4378e-14
 1.725319752864e-02   +1.943415264830e-08   -1.2998e-22   +5.3618e-34   +9.5339e-28   -2.6052e-13   -3.4502e-14
 1.726871183874e-02   +1.950414880835e-08   -1.3390e-22   +5.6650e-34   +9.9386e-28   -2.6146e-13   -3.4626e-14
 1.728424009951e-02   +1.957439707420e-08   -1.3795e-22   +5.9851e-34   +1.0360e-27   -2.6240e-13   -3.4751e-14
 1.729978232350e-02   +1.964489835384e-08   -1.4211e-22   +6.3230e-34   +1.0799e-27   -2.6334e-13   -3.4876e-14
 1.731533852328e-02   +1.971565355857e-08   -1.4639e-22   +6.6795e-34   +1.1256e-27   -2.6429e-13   -3.5001e-14
 1.733090871140e-02   +1.978666360295e-08   -1.5080e-22   +7.0559e-34   +1.1732e-27   -2.6524e-13   -3.5127e-14
 1.734649290044e-02   +1.985792940484e-08   -1.5534e-22   +7.4531e-34   +1.2228e-27   -2.6620e-13   -3.5254e-14
 1.736209110300e-02   +1.992945188540e-08   -1.6001e-22   +7.8724e-34   +1.2744e-27   -2.6716e-13   -3.5381e-14
 1.737770333168e-02   +2.000123196911e-08   -1.6481e-22   +8.3148e-34   +1.3282e-27   -2.6812e-13   -3.5508e-14
 1.739332959908e-02   +2.007327058379e-08   -1.6976e-22   +8.7816e-34   +1.3842e-27   -2.6909e-13   -3.5636e-14
 1.740896991784e-02   +2.014556866058e-08   -1.7485e-22   +9.2742e-34   +1.4425e-27   -2.7005e-13   -3.5765e-14
 1.742462430059e-02   +2.021812713400e-08   -1.8009e-22   +9.7940e-34   +1.5032e-27   -2.7103e-13   -3.5893e-14
 1.744029275997e-02   +2.029094694192e-08   -1.8549e-22   +1.0342e-33   +1.5663e-27   -2.7200e-13   -3.6023e-14
 1.745597530864e-02   +2.036402902559e-08   -1.9104e-22   +1.0921e-33   +1.6321e-27   -2.7298e-13   -3.6152e-14
 1.747167195927e-02   +2.043737432964e-08   -1.9675e-22   +1.1532e-33   +1.7006e-27   -2.7396e-13   -3.6283e-14
 1.748738272454e-02   +2.051098380213e-08   -2.0262e-22   +1.2175e-33   +1.7719e-27   -2.7495e-13   -3.6413e-14
 1.750310761715e-02   +2.058485839451e-08   -2.0867e-22   +1.2855e-33   +1.8461e-27   -2.7594e-13   -3.6544e-14
 1.751884664980e-02   +2.065899906167e-08   -2.1489e-22   +1.3571e-33   +1.9234e-27   -2.7694e-13   -3.6676e-14
 1.753459983520e-02   +2.073340676193e-08   -2.2130e-22   +1.4327e-33   +2.0038e-27   -2.7793e-13   -3.6808e-14
 1.755036718607e-02   +2.080808245706e-08   -2.2789e-22   +1.5125e-33   +2.0875e-27   -2.7894e-13   -3.6941e-14
 1.756614871517e-02   +2.088302711230e-08   -2.3467e-22   +1.5965e-33   +2.1747e-27   -2.7994e-13   -3.7074e-14
 1.758194443523e-02   +2.095824169638e-08   -2.4164e-22   +1.6852e-33   +2.2654e-27   -2.8095e-13   -3.7207e-14
 1.759775435901e-02   +2.103372718149e-08   -2.4882e-22   +1.7788e-33   +2.3598e-27   -2.8196e-13   -3.7341e-14
 1.761357849930e-02   +2.110948454334e-08   -2.5620e-22   +1.8774e-33   +2.4580e-27   -2.8298e-13   -3.7476e-14
 1.762941686886e-02   +2.118551476115e-08   -2.6380e-22   +1.9814e-33   +2.5602e-27   -2.8399e-13   -3.7611e-14
 1.764526948051e-02   +2.126181881768e-08   -2.7161e-22   +2.0911e-33   +2.6667e-27   -2.8502e-13   -3.7746e-14
 1.766113634704e-02   +2.133839769921e-08   -2.7965e-22   +2.2067e-33   +2.7774e-27   -2.8604e-13   -3.7882e-14
 1.767701748127e-02   +2.141525239557e-08   -2.8793e-22   +2.3286e-33   +2.8926e-27   -2.8707e-13   -3.8019e-14
 1.769291289603e-02   +2.149238390018e-08   -2.9644e-22   +2.4572e-33   +3.0125e-27   -2.8811e-13   -3.8156e-14
 1.770882260417e-02   +2.156979321001e-08   -3.0519e-22   +2.5927e-33   +3.1373e-27   -2.8915e-13   -3.8293e-14
 1.772474661853e-02   +2.164748132564e-08   -3.1420e-22   +2.7355e-33   +3.2671e-27   -2.9019e-13   -3.8431e-14
 1.774068495198e-02   +2.172544925124e-08   -3.2346e-22   +2.8861e-33   +3.4021e-27   -2.9123e-13   -3.8569e-14
 1.775663761740e-02   +2.180369799462e-08   -3.3299e-22   +3.0449e-33   +3.5426e-27   -2.9228e-13   -3.8708e-14
 1.777260462768e-02   +2.188222856719e-08   -3.4279e-22   +3.2122e-33   +3.6888e-27   -2.9333e-13   -3.8848e-14
 1.778858599570e-02   +2.196104198402e-08   -3.5287e-22   +3.3886e-33   +3.8409e-27   -2.9439e-13   -3.8988e-14
 1.780458173439e-02   +2.204013926384e-08   -3.6325e-22   +3.5745e-33   +3.9992e-27   -2.9545e-13   -3.9128e-14
 1.782059185667e-02   +2.211952142903e-08   -3.7391e-22   +3.7704e-33   +4.1638e-27   -2.9652e-13   -3.9269e-14
 1.783661637547e-02   +2.219918950567e-08   -3.8488e-22   +3.9769e-33   +4.3350e-27   -2.9758e-13   -3.9410e-14
 1.785265530373e-02   +2.227914452353e-08   -3.9617e-22   +4.1945e-33   +4.5131e-27   -2.9866e-13   -3.9552e-14
 1.786870865441e-02   +2.235938751609e-08   -4.0777e-22   +4.4237e-33   +4.6984e-27   -2.9973e-13   -3.9695e-14
 1.788477644049e-02   +2.243991952054e-08   -4.1971e-22   +4.6653e-33   +4.8911e-27   -3.0081e-13   -3.9838e-14
 1.790085867493e-02   +2.252074157784e-08   -4.3198e-22   +4.9199e-33   +5.0915e-27   -3.0189e-13   -3.9981e-14
 1.791695537075e-02   +2.260185473265e-08   -4.4460e-22   +5.1881e-33   +5.3000e-27   -3.0298e-13   -4.0125e-14
 1.793306654093e-02   +2.268326003344e-08   -4.5759e-22   +5.4707e-33   +5.5168e-27   -3.0407e-13   -4.0270e-14
 1.794919219849e-02   +2.276495853242e-08   -4.7094e-22   +5.7684e-33   +5.7423e-27   -3.0517e-13   -4.0415e-14
 1.796533235646e-02   +2.284695128561e-08   -4.8466e-22   +6.0820e-33   +5.9768e-27   -3.0627e-13   -4.0560e-14
 1.798148702789e-02   +2.292923935283e-08   -4.9878e-22   +6.4124e-33   +6.2206e-27   -3.0737e-13   -4.0707e-14
 1.799765622581e-02   +2.301182379772e-08   -5.1330e-22   +6.7604e-33   +6.4742e-27   -3.0848e-13   -4.0853e-14
 1.801383996330e-02   +2.309470568773e-08   -5.2822e-22   +7.1270e-33   +6.7379e-27   -3.0959e-13   -4.1000e-14
 1.803003825342e-02   +2.317788609418e-08   -5.4357e-22   +7.5132e-33   +7.0121e-27   -3.1070e-13   -4.1148e-14
 1.804625110927e-02   +2.326136609224e-08   -5.5936e-22   +7.9198e-33   +7.2971e-27   -3.1182e-13   -4.1296e-14
 1.806247854394e-02   +2.334514676095e-08   -5.7558e-22   +8.3481e-33   +7.5936e-27   -3.1294e-13   -4.1445e-14
 1.807872057054e-02   +2.342922918325e-08   -5.9227e-22   +8.7992e-33   +7.9018e-27   -3.1407e-13   -4.1594e-14
 1.809497720219e-02   +2.351361444595e-08   -6.0942e-22   +9.2742e-33   +8.2222e-27   -3.1520e-13   -4.1744e-14
 1.811124845202e-02   +2.359830363980e-08   -6.2705e-22   +9.7744e-33   +8.5553e-27   -3.1634e-13   -4.1894e-14
 1.812753433318e-02   +2.368329785947e-08   -6.4519e-22   +1.0301e-32   +8.9016e-27   -3.1748e-13   -4.2045e-14
 1.814383485883e-02   +2.376859820358e-08   -6.6383e-22   +1.0856e-32   +9.2616e-27   -3.1862e-13   -4.2197e-14
 1.816015004214e-02   +2.385420577470e-08   -6.8299e-22   +1.1440e-32   +9.6359e-27   -3.1977e-13   -4.2349e-14
 1.817647989628e-02   +2.394012167937e-08   -7.0269e-22   +1.2055e-32   +1.0025e-26   -3.2092e-13   -4.2501e-14
 1.819282443444e-02   +2.402634702811e-08   -7.2295e-22   +1.2702e-32   +1.0429e-26   -3.2208e-13   -4.2654e-14
 1.820918366984e-02   +2.411288293547e-08   -7.4377e-22   +1.3383e-32   +1.0850e-26   -3.2324e-13   -4.2808e-14
 1.822555761568e-02   +2.419973051997e-08   -7.6517e-22   +1.4101e-32   +1.1286e-26   -3.2440e-13   -4.2962e-14
 1.824194628520e-02   +2.428689090418e-08   -7.8717e-22   +1.4856e-32   +1.1741e-26   -3.2557e-13   -4.3117e-14
 1.825834969164e-02   +2.437436521473e-08   -8.0978e-22   +1.5651e-32   +1.2212e-26   -3.2674e-13   -4.3272e-14
 1.827476784824e-02   +2.446215458228e-08   -8.3303e-22   +1.6487e-32   +1.2703e-26   -3.2792e-13   -4.3428e-14
 1.829120076827e-02   +2.455026014158e-08   -8.5692e-22   +1.7368e-32   +1.3213e-26   -3.2910e-13   -4.3584e-14
 1.830764846501e-02   +2.463868303145e-08   -8.8148e-22   +1.8295e-32   +1.3742e-26   -3.3028e-13   -4.3741e-14
 1.832411095173e-02   +2.472742439483e-08   -9.0672e-22   +1.9270e-32   +1.4293e-26   -3.3147e-13   -4.3899e-14
 1.834058824176e-02   +2.481648537877e-08   -9.3266e-22   +2.0297e-32   +1.4865e-26   -3.3267e-13   -4.4057e-14
 1.835708034838e-02   +2.490586713445e-08   -9.5933e-22   +2.1377e-32   +1.5459e-26   -3.3387e-13   -4.4216e-14
 1.837358728493e-02   +2.499557081720e-08   -9.8673e-22   +2.2513e-32   +1.6077e-26   -3.3507e-13   -4.4375e-14
 1.839010906474e-02   +2.508559758649e-08   -1.0149e-21   +2.3709e-32   +1.6719e-26   -3.3627e-13   -4.4535e-14
 1.840664570117e-02   +2.517594860600e-08   -1.0438e-21   +2.4968e-32   +1.7385e-26   -3.3749e-13   -4.4695e-14
 1.842319720756e-02   +2.526662504359e-08   -1.0736e-21   +2.6292e-32   +1.8078e-26   -3.3870e-13   -4.4856e-14
 1.843976359729e-02   +2.535762807130e-08   -1.1042e-21   +2.7685e-32   +1.8798e-26   -3.3992e-13   -4.5018e-14
 1.845634488374e-02   +2.544895886543e-08   -1.1356e-21   +2.9151e-32   +1.9546e-26   -3.4115e-13   -4.5180e-14
 1.847294108032e-02   +2.554061860650e-08   -1.1679e-21   +3.0692e-32   +2.0322e-26   -3.4237e-13   -4.5342e-14
 1.848955220041e-02   +2.563260847927e-08   -1.2010e-21   +3.2314e-32   +2.1129e-26   -3.4361e-13   -4.5506e-14
 1.850617825746e-02   +2.572492967279e-08   -1.2351e-21   +3.4020e-32   +2.1967e-26   -3.4485e-13   -4.5670e-14
 1.852281926488e-02   +2.581758338037e-08   -1.2702e-21   +3.5815e-32   +2.2838e-26   -3.4609e-13   -4.5834e-14
 1.853947523612e-02   +2.591057079963e-08   -1.3061e-21   +3.7702e-32   +2.3743e-26   -3.4733e-13   -4.5999e-14
 1.855614618464e-02   +2.600389313251e-08   -1.3431e-21   +3.9687e-32   +2.4682e-26   -3.4859e-13   -4.6165e-14
 1.857283212390e-02   +2.609755158527e-08   -1.3811e-21   +4.1775e-32   +2.5658e-26   -3.4984e-13   -4.6331e-14
 1.858953306738e-02   +2.619154736851e-08   -1.4202e-21   +4.3971e-32   +2.6671e-26   -3.5110e-13   -4.6498e-14
 1.860624902858e-02   +2.628588169720e-08   -1.4603e-21   +4.6280e-32   +2.7724e-26   -3.5236e-13   -4.6666e-14
 1.862298002101e-02   +2.638055579068e-08   -1.5015e-21   +4.8708e-32   +2.8817e-26   -3.5363e-13   -4.6834e-14
 1.863972605816e-02   +2.647557087269e-08   -1.5438e-21   +5.1261e-32   +2.9952e-26   -3.5491e-13   -4.7002e-14
 1.865648715358e-02   +2.657092817136e-08   -1.5873e-21   +5.3946e-32   +3.1131e-26   -3.5619e-13   -4.7172e-14
 1.867326332081e-02   +2.666662891927e-08   -1.6320e-21   +5.6769e-32   +3.2355e-26   -3.5747e-13   -4.7341e-14
 1.869005457339e-02   +2.676267435342e-08   -1.6779e-21   +5.9737e-32   +3.3627e-26   -3.5876e-13   -4.7512e-14
 1.870686092490e-02   +2.685906571526e-08   -1.7251e-21   +6.2857e-32   +3.4947e-26   -3.6005e-13   -4.7683e-14
 1.872368238891e-02   +2.695580425073e-08   -1.7735e-21   +6.6138e-32   +3.6318e-26   -3.6135e-13   -4.7855e-14
 1.874051897901e-02   +2.705289121024e-08   -1.8233e-21   +6.9586e-32   +3.7741e-26   -3.6265e-13   -4.8027e-14
 1.875737070879e-02   +2.715032784872e-08   -1.8744e-21   +7.3211e-32   +3.9219e-26   -3.6395e-13   -4.8200e-14
 1.877423759189e-02   +2.724811542561e-08   -1.9269e-21   +7.7022e-32   +4.0753e-26   -3.6526e-13   -4.8374e-14
 1.879111964191e-02   +2.734625520489e-08   -1.9809e-21   +8.1027e-32   +4.2346e-26   -3.6658e-13   -4.8548e-14
 1.880801687250e-02   +2.744474845509e-08   -2.0363e-21   +8.5237e-32   +4.4000e-26   -3.6790e-13   -4.8723e-14
 1.882492929731e-02   +2.754359644930e-08   -2.0932e-21   +8.9662e-32   +4.5716e-26   -3.6923e-13   -4.8898e-14
 1.884185693001e-02   +2.764280046522e-08   -2.1517e-21   +9.4312e-32   +4.7498e-26   -3.7055e-13   -4.9074e-14
 1.885879978426e-02   +2.774236178513e-08   -2.2117e-21   +9.9199e-32   +4.9348e-26   -3.7189e-13   -4.9251e-14
 1.887575787376e-02   +2.784228169593e-08   -2.2734e-21   +1.0433e-31   +5.1269e-26   -3.7323e-13   -4.9429e-14
 1.889273121220e-02   +2.794256148917e-08   -2.3367e-21   +1.0973e-31   +5.3262e-26   -3.7457e-13   -4.9607e-14
 1.890971981330e-02   +2.804320246103e-08   -2.4018e-21   +1.1540e-31   +5.5331e-26   -3.7592e-13   -4.9785e-14
 1.892672369078e-02   +2.814420591238e-08   -2.4686e-21   +1.2136e-31   +5.7479e-26   -3.7728e-13   -4.9965e-14
 1.894374285838e-02   +2.824557314876e-08   -2.5372e-21   +1.2762e-31   +5.9708e-26   -3.7863e-13   -5.0145e-14
 1.896077732985e-02   +2.834730548042e-08   -2.6077e-21   +1.3420e-31   +6.2022e-26   -3.8000e-13   -5.0325e-14
 1.897782711895e-02   +2.844940422233e-08   -2.6800e-21   +1.4111e-31   +6.4423e-26   -3.8137e-13   -5.0507e-14
 1.899489223944e-02   +2.855187069419e-08   -2.7543e-21   +1.4837e-31   +6.6914e-26   -3.8274e-13   -5.0688e-14
 1.901197270513e-02   +2.865470622045e-08   -2.8306e-21   +1.5600e-31   +6.9500e-26   -3.8412e-13   -5.0871e-14
 1.902906852980e-02   +2.875791213035e-08   -2.9090e-21   +1.6401e-31   +7.2184e-26   -3.8550e-13   -5.1054e-14
 1.904617972728e-02   +2.886148975790e-08   -2.9894e-21   +1.7243e-31   +7.4968e-26   -3.8689e-13   -5.1238e-14
 1.906330631137e-02   +2.896544044191e-08   -3.0721e-21   +1.8127e-31   +7.7858e-26   -3.8828e-13   -5.1423e-14
 1.908044829592e-02   +2.906976552604e-08   -3.1569e-21   +1.9055e-31   +8.0856e-26   -3.8968e-13   -5.1608e-14
 1.909760569478e-02   +2.917446635875e-08   -3.2440e-21   +2.0030e-31   +8.3967e-26   -3.9109e-13   -5.1794e-14
 1.911477852180e-02   +2.927954429338e-08   -3.3334e-21   +2.1054e-31   +8.7195e-26   -3.9250e-13   -5.1980e-14
 1.913196679087e-02   +2.938500068815e-08   -3.4253e-21   +2.2130e-31   +9.0544e-26   -3.9391e-13   -5.2168e-14
 1.914917051586e-02   +2.949083690616e-08   -3.5196e-21   +2.3260e-31   +9.4019e-26   -3.9533e-13   -5.2355e-14
 1.916638971067e-02   +2.959705431543e-08   -3.6164e-21   +2.4446e-31   +9.7624e-26   -3.9675e-13   -5.2544e-14
 1.918362438922e-02   +2.970365428889e-08   -3.7157e-21   +2.5691e-31   +1.0136e-25   -3.9818e-13   -5.2733e-14
 1.920087456542e-02   +2.981063820442e-08   -3.8178e-21   +2.6999e-31   +1.0524e-25   -3.9962e-13   -5.2923e-14
 1.921814025322e-02   +2.991800744488e-08   -3.9225e-21   +2.8372e-31   +1.0927e-25   -4.0105e-13   -5.3114e-14
 1.923542146656e-02   +3.002576339810e-08   -4.0300e-21   +2.9814e-31   +1.1344e-25   -4.0250e-13   -5.3305e-14
 1.925271821940e-02   +3.013390745690e-08   -4.1405e-21   +3.1328e-31   +1.1777e-25   -4.0395e-13   -5.3497e-14
 1.927003052572e-02   +3.024244101912e-08   -4.2538e-21   +3.2917e-31   +1.2227e-25   -4.0540e-13   -5.3690e-14
 1.928735839950e-02   +3.035136548764e-08   -4.3701e-21   +3.4585e-31   +1.2693e-25   -4.0686e-13   -5.3883e-14
 1.930470185474e-02   +3.046068227040e-08   -4.4895e-21   +3.6336e-31   +1.3176e-25   -4.0833e-13   -5.4077e-14
 1.932206090545e-02   +3.057039278040e-08   -4.6121e-21   +3.8174e-31   +1.3677e-25   -4.0980e-13   -5.4272e-14
 1.933943556565e-02   +3.068049843572e-08   -4.7380e-21   +4.0104e-31   +1.4197e-25   -4.1128e-13   -5.4467e-14
 1.935682584939e-02   +3.079100065957e-08   -4.8671e-21   +4.2129e-31   +1.4736e-25   -4.1276e-13   -5.4663e-14
 1.937423177070e-02   +3.090190088027e-08   -4.9997e-21   +4.4255e-31   +1.5295e-25   -4.1424e-13   -5.4860e-14
 1.939165334366e-02   +3.101320053128e-08   -5.1358e-21   +4.6486e-31   +1.5875e-25   -4.1574e-13   -5.5058e-14
 1.940909058233e-02   +3.112490105125e-08   -5.2754e-21   +4.8827e-31   +1.6476e-25   -4.1723e-13   -5.5256e-14
 1.942654350081e-02   +3.123700388398e-08   -5.4188e-21   +5.1284e-31   +1.7100e-25   -4.1874e-13   -5.5455e-14
 1.944401211318e-02   +3.134951047849e-08   -5.5659e-21   +5.3862e-31   +1.7746e-25   -4.2024e-13   -5.5655e-14
 1.946149643357e-02   +3.146242228902e-08   -5.7169e-21   +5.6568e-31   +1.8417e-25   -4.2176e-13   -5.5855e-14
 1.947899647610e-02   +3.157574077502e-08   -5.8719e-21   +5.9407e-31   +1.9112e-25   -4.2328e-13   -5.6057e-14
 1.949651225491e-02   +3.168946740123e-08   -6.0310e-21   +6.2386e-31   +1.9833e-25   -4.2480e-13   -5.6259e-14
 1.951404378414e-02   +3.180360363766e-08   -6.1942e-21   +6.5511e-31   +2.0580e-25   -4.2633e-13   -5.6461e-14
 1.953159107797e-02   +3.191815095959e-08   -6.3617e-21   +6.8790e-31   +2.1355e-25   -4.2787e-13   -5.6665e-14
 1.954915415055e-02   +3.203311084764e-08   -6.5336e-21   +7.2231e-31   +2.2158e-25   -4.2941e-13   -5.6869e-14
 1.956673301610e-02   +3.214848478775e-08   -6.7100e-21   +7.5840e-31   +2.2991e-25   -4.3095e-13   -5.7074e-14
 1.958432768879e-02   +3.226427427122e-08   -6.8910e-21   +7.9625e-31   +2.3854e-25   -4.3251e-13   -5.7279e-14
