# interacting QED pressure, [p^{(n)}] = MeV^4 (n = order of perturbative correction)
# results from Escudero, Jackson, Laine and Sandner ArXiv:2511.XXXXX with me = 0.51099895 MeV, alpha = 1/137.035999084
# columns: T_ga [MeV],   p^{(0)},   p^{(2)non-log},   p^{(2)log},   p^{(3)},   p^{(4)},   p^{(5)}
 4.799864531652e+00   +3.196387326131e+02   -8.3349e-01   +6.6974e-04   +7.5049e-02   -4.4517e-03   +1.8381e-04
 4.804180635182e+00   +3.207908716014e+02   -8.3651e-01   +6.7101e-04   +7.5319e-02   -4.4689e-03   +1.8463e-04
 4.808500619810e+00   +3.219471618820e+02   -8.3954e-01   +6.7227e-04   +7.5591e-02   -4.4862e-03   +1.8546e-04
 4.812824489027e+00   +3.231076184095e+02   -8.4258e-01   +6.7354e-04   +7.5864e-02   -4.5036e-03   +1.8629e-04
 4.817152246327e+00   +3.242722561925e+02   -8.4563e-01   +6.7481e-04   +7.6137e-02   -4.5211e-03   +1.8712e-04
 4.821483895204e+00   +3.254410902936e+02   -8.4870e-01   +6.7608e-04   +7.6412e-02   -4.5386e-03   +1.8796e-04
 4.825819439160e+00   +3.266141358295e+02   -8.5177e-01   +6.7735e-04   +7.6688e-02   -4.5562e-03   +1.8879e-04
 4.830158881695e+00   +3.277914079717e+02   -8.5486e-01   +6.7863e-04   +7.6964e-02   -4.5739e-03   +1.8964e-04
 4.834502226316e+00   +3.289729219461e+02   -8.5795e-01   +6.7990e-04   +7.7242e-02   -4.5916e-03   +1.9048e-04
 4.838849476532e+00   +3.301586930334e+02   -8.6106e-01   +6.8118e-04   +7.7520e-02   -4.6094e-03   +1.9133e-04
 4.843200635855e+00   +3.313487365696e+02   -8.6418e-01   +6.8247e-04   +7.7800e-02   -4.6273e-03   +1.9218e-04
 4.847555707799e+00   +3.325430679457e+02   -8.6731e-01   +6.8375e-04   +7.8080e-02   -4.6452e-03   +1.9304e-04
 4.851914695883e+00   +3.337417026083e+02   -8.7045e-01   +6.8504e-04   +7.8362e-02   -4.6632e-03   +1.9390e-04
 4.856277603628e+00   +3.349446560594e+02   -8.7361e-01   +6.8633e-04   +7.8644e-02   -4.6813e-03   +1.9477e-04
 4.860644434560e+00   +3.361519438571e+02   -8.7677e-01   +6.8762e-04   +7.8928e-02   -4.6994e-03   +1.9564e-04
 4.865015192205e+00   +3.373635816155e+02   -8.7995e-01   +6.8892e-04   +7.9213e-02   -4.7177e-03   +1.9651e-04
 4.869389880095e+00   +3.385795850049e+02   -8.8313e-01   +6.9021e-04   +7.9498e-02   -4.7359e-03   +1.9738e-04
 4.873768501764e+00   +3.397999697518e+02   -8.8633e-01   +6.9151e-04   +7.9785e-02   -4.7543e-03   +1.9826e-04
 4.878151060750e+00   +3.410247516399e+02   -8.8954e-01   +6.9282e-04   +8.0073e-02   -4.7727e-03   +1.9915e-04
 4.882537560592e+00   +3.422539465092e+02   -8.9277e-01   +6.9412e-04   +8.0362e-02   -4.7912e-03   +2.0003e-04
 4.886928004834e+00   +3.434875702571e+02   -8.9600e-01   +6.9543e-04   +8.0651e-02   -4.8098e-03   +2.0092e-04
 4.891322397023e+00   +3.447256388381e+02   -8.9924e-01   +6.9674e-04   +8.0942e-02   -4.8284e-03   +2.0182e-04
 4.895720740710e+00   +3.459681682642e+02   -9.0250e-01   +6.9805e-04   +8.1234e-02   -4.8471e-03   +2.0272e-04
 4.900123039448e+00   +3.472151746052e+02   -9.0577e-01   +6.9936e-04   +8.1527e-02   -4.8659e-03   +2.0362e-04
 4.904529296792e+00   +3.484666739886e+02   -9.0905e-01   +7.0068e-04   +8.1821e-02   -4.8848e-03   +2.0452e-04
 4.908939516303e+00   +3.497226826001e+02   -9.1234e-01   +7.0199e-04   +8.2116e-02   -4.9037e-03   +2.0543e-04
 4.913353701543e+00   +3.509832166836e+02   -9.1565e-01   +7.0332e-04   +8.2412e-02   -4.9227e-03   +2.0635e-04
 4.917771856079e+00   +3.522482925417e+02   -9.1897e-01   +7.0464e-04   +8.2709e-02   -4.9418e-03   +2.0727e-04
 4.922193983480e+00   +3.535179265356e+02   -9.2229e-01   +7.0597e-04   +8.3008e-02   -4.9609e-03   +2.0819e-04
 4.926620087317e+00   +3.547921350854e+02   -9.2563e-01   +7.0729e-04   +8.3307e-02   -4.9801e-03   +2.0911e-04
 4.931050171168e+00   +3.560709346704e+02   -9.2899e-01   +7.0862e-04   +8.3607e-02   -4.9994e-03   +2.1004e-04
 4.935484238610e+00   +3.573543418293e+02   -9.3235e-01   +7.0996e-04   +8.3909e-02   -5.0188e-03   +2.1098e-04
 4.939922293226e+00   +3.586423731602e+02   -9.3573e-01   +7.1129e-04   +8.4211e-02   -5.0383e-03   +2.1191e-04
 4.944364338601e+00   +3.599350453212e+02   -9.3912e-01   +7.1263e-04   +8.4515e-02   -5.0578e-03   +2.1286e-04
 4.948810378324e+00   +3.612323750303e+02   -9.4252e-01   +7.1397e-04   +8.4820e-02   -5.0774e-03   +2.1380e-04
 4.953260415986e+00   +3.625343790657e+02   -9.4593e-01   +7.1531e-04   +8.5126e-02   -5.0970e-03   +2.1475e-04
 4.957714455183e+00   +3.638410742661e+02   -9.4936e-01   +7.1666e-04   +8.5433e-02   -5.1168e-03   +2.1571e-04
 4.962172499512e+00   +3.651524775308e+02   -9.5280e-01   +7.1801e-04   +8.5741e-02   -5.1366e-03   +2.1666e-04
 4.966634552576e+00   +3.664686058200e+02   -9.5625e-01   +7.1936e-04   +8.6050e-02   -5.1565e-03   +2.1763e-04
 4.971100617978e+00   +3.677894761550e+02   -9.5971e-01   +7.2071e-04   +8.6360e-02   -5.1765e-03   +2.1859e-04
 4.975570699327e+00   +3.691151056183e+02   -9.6319e-01   +7.2207e-04   +8.6672e-02   -5.1965e-03   +2.1956e-04
 4.980044800234e+00   +3.704455113542e+02   -9.6668e-01   +7.2342e-04   +8.6984e-02   -5.2167e-03   +2.2054e-04
 4.984522924314e+00   +3.717807105684e+02   -9.7018e-01   +7.2478e-04   +8.7298e-02   -5.2369e-03   +2.2152e-04
 4.989005075184e+00   +3.731207205289e+02   -9.7369e-01   +7.2614e-04   +8.7613e-02   -5.2572e-03   +2.2250e-04
 4.993491256465e+00   +3.744655585657e+02   -9.7722e-01   +7.2751e-04   +8.7929e-02   -5.2775e-03   +2.2348e-04
 4.997981471781e+00   +3.758152420713e+02   -9.8076e-01   +7.2888e-04   +8.8246e-02   -5.2980e-03   +2.2448e-04
 5.002475724760e+00   +3.771697885008e+02   -9.8431e-01   +7.3025e-04   +8.8564e-02   -5.3185e-03   +2.2547e-04
 5.006974019032e+00   +3.785292153722e+02   -9.8787e-01   +7.3162e-04   +8.8883e-02   -5.3391e-03   +2.2647e-04
 5.011476358232e+00   +3.798935402666e+02   -9.9145e-01   +7.3299e-04   +8.9204e-02   -5.3598e-03   +2.2748e-04
 5.015982745996e+00   +3.812627808284e+02   -9.9504e-01   +7.3437e-04   +8.9525e-02   -5.3805e-03   +2.2848e-04
 5.020493185966e+00   +3.826369547657e+02   -9.9864e-01   +7.3575e-04   +8.9848e-02   -5.4014e-03   +2.2949e-04
 5.025007681785e+00   +3.840160798502e+02   -1.0023e+00   +7.3713e-04   +9.0172e-02   -5.4223e-03   +2.3051e-04
 5.029526237099e+00   +3.854001739177e+02   -1.0059e+00   +7.3852e-04   +9.0497e-02   -5.4433e-03   +2.3153e-04
 5.034048855561e+00   +3.867892548681e+02   -1.0095e+00   +7.3991e-04   +9.0824e-02   -5.4643e-03   +2.3256e-04
 5.038575540822e+00   +3.881833406661e+02   -1.0132e+00   +7.4130e-04   +9.1151e-02   -5.4855e-03   +2.3359e-04
 5.043106296540e+00   +3.895824493409e+02   -1.0169e+00   +7.4269e-04   +9.1480e-02   -5.5068e-03   +2.3462e-04
 5.047641126376e+00   +3.909865989865e+02   -1.0205e+00   +7.4409e-04   +9.1810e-02   -5.5281e-03   +2.3566e-04
 5.052180033992e+00   +3.923958077624e+02   -1.0242e+00   +7.4548e-04   +9.2141e-02   -5.5495e-03   +2.3671e-04
 5.056723023056e+00   +3.938100938932e+02   -1.0279e+00   +7.4688e-04   +9.2473e-02   -5.5710e-03   +2.3775e-04
 5.061270097238e+00   +3.952294756694e+02   -1.0317e+00   +7.4829e-04   +9.2807e-02   -5.5925e-03   +2.3881e-04
 5.065821260210e+00   +3.966539714472e+02   -1.0354e+00   +7.4969e-04   +9.3141e-02   -5.6142e-03   +2.3986e-04
 5.070376515650e+00   +3.980835996491e+02   -1.0392e+00   +7.5110e-04   +9.3477e-02   -5.6359e-03   +2.4092e-04
 5.074935867238e+00   +3.995183787637e+02   -1.0429e+00   +7.5251e-04   +9.3814e-02   -5.6578e-03   +2.4199e-04
 5.079499318657e+00   +4.009583273464e+02   -1.0467e+00   +7.5392e-04   +9.4153e-02   -5.6797e-03   +2.4306e-04
 5.084066873593e+00   +4.024034640195e+02   -1.0505e+00   +7.5534e-04   +9.4492e-02   -5.7017e-03   +2.4413e-04
 5.088638535737e+00   +4.038538074721e+02   -1.0543e+00   +7.5676e-04   +9.4833e-02   -5.7237e-03   +2.4521e-04
 5.093214308782e+00   +4.053093764609e+02   -1.0581e+00   +7.5818e-04   +9.5175e-02   -5.7459e-03   +2.4630e-04
 5.097794196425e+00   +4.067701898099e+02   -1.0619e+00   +7.5960e-04   +9.5518e-02   -5.7681e-03   +2.4739e-04
 5.102378202364e+00   +4.082362664112e+02   -1.0658e+00   +7.6103e-04   +9.5862e-02   -5.7905e-03   +2.4848e-04
 5.106966330305e+00   +4.097076252247e+02   -1.0696e+00   +7.6246e-04   +9.6208e-02   -5.8129e-03   +2.4958e-04
 5.111558583952e+00   +4.111842852788e+02   -1.0735e+00   +7.6389e-04   +9.6555e-02   -5.8354e-03   +2.5068e-04
 5.116154967016e+00   +4.126662656701e+02   -1.0774e+00   +7.6532e-04   +9.6903e-02   -5.8580e-03   +2.5179e-04
 5.120755483211e+00   +4.141535855645e+02   -1.0813e+00   +7.6676e-04   +9.7252e-02   -5.8807e-03   +2.5290e-04
 5.125360136252e+00   +4.156462641965e+02   -1.0852e+00   +7.6820e-04   +9.7603e-02   -5.9034e-03   +2.5402e-04
 5.129968929860e+00   +4.171443208700e+02   -1.0891e+00   +7.6964e-04   +9.7955e-02   -5.9263e-03   +2.5514e-04
 5.134581867758e+00   +4.186477749586e+02   -1.0931e+00   +7.7109e-04   +9.8308e-02   -5.9492e-03   +2.5626e-04
 5.139198953673e+00   +4.201566459054e+02   -1.0970e+00   +7.7253e-04   +9.8663e-02   -5.9722e-03   +2.5739e-04
 5.143820191334e+00   +4.216709532238e+02   -1.1010e+00   +7.7398e-04   +9.9018e-02   -5.9953e-03   +2.5853e-04
 5.148445584474e+00   +4.231907164974e+02   -1.1050e+00   +7.7543e-04   +9.9376e-02   -6.0186e-03   +2.5967e-04
 5.153075136832e+00   +4.247159553802e+02   -1.1090e+00   +7.7689e-04   +9.9734e-02   -6.0418e-03   +2.6082e-04
 5.157708852146e+00   +4.262466895972e+02   -1.1130e+00   +7.7835e-04   +1.0009e-01   -6.0652e-03   +2.6197e-04
 5.162346734159e+00   +4.277829389443e+02   -1.1171e+00   +7.7981e-04   +1.0045e-01   -6.0887e-03   +2.6312e-04
 5.166988786620e+00   +4.293247232888e+02   -1.1211e+00   +7.8127e-04   +1.0082e-01   -6.1123e-03   +2.6428e-04
 5.171635013277e+00   +4.308720625696e+02   -1.1252e+00   +7.8274e-04   +1.0118e-01   -6.1359e-03   +2.6545e-04
 5.176285417884e+00   +4.324249767972e+02   -1.1292e+00   +7.8420e-04   +1.0154e-01   -6.1597e-03   +2.6662e-04
 5.180940004199e+00   +4.339834860544e+02   -1.1333e+00   +7.8568e-04   +1.0191e-01   -6.1835e-03   +2.6779e-04
 5.185598775981e+00   +4.355476104962e+02   -1.1374e+00   +7.8715e-04   +1.0228e-01   -6.2074e-03   +2.6897e-04
 5.190261736993e+00   +4.371173703504e+02   -1.1415e+00   +7.8863e-04   +1.0265e-01   -6.2315e-03   +2.7016e-04
 5.194928891004e+00   +4.386927859174e+02   -1.1457e+00   +7.9011e-04   +1.0302e-01   -6.2556e-03   +2.7135e-04
 5.199600241784e+00   +4.402738775709e+02   -1.1498e+00   +7.9159e-04   +1.0339e-01   -6.2798e-03   +2.7255e-04
 5.204275793105e+00   +4.418606657579e+02   -1.1540e+00   +7.9307e-04   +1.0376e-01   -6.3041e-03   +2.7375e-04
 5.208955548746e+00   +4.434531709991e+02   -1.1582e+00   +7.9456e-04   +1.0414e-01   -6.3285e-03   +2.7495e-04
 5.213639512487e+00   +4.450514138891e+02   -1.1623e+00   +7.9605e-04   +1.0451e-01   -6.3530e-03   +2.7616e-04
 5.218327688112e+00   +4.466554150967e+02   -1.1665e+00   +7.9754e-04   +1.0489e-01   -6.3776e-03   +2.7738e-04
 5.223020079408e+00   +4.482651953651e+02   -1.1708e+00   +7.9904e-04   +1.0527e-01   -6.4022e-03   +2.7860e-04
 5.227716690167e+00   +4.498807755122e+02   -1.1750e+00   +8.0053e-04   +1.0565e-01   -6.4270e-03   +2.7982e-04
 5.232417524181e+00   +4.515021764311e+02   -1.1793e+00   +8.0203e-04   +1.0603e-01   -6.4519e-03   +2.8106e-04
 5.237122585250e+00   +4.531294190898e+02   -1.1835e+00   +8.0354e-04   +1.0641e-01   -6.4768e-03   +2.8229e-04
 5.241831877174e+00   +4.547625245321e+02   -1.1878e+00   +8.0505e-04   +1.0679e-01   -6.5019e-03   +2.8354e-04
 5.246545403757e+00   +4.564015138775e+02   -1.1921e+00   +8.0655e-04   +1.0718e-01   -6.5271e-03   +2.8478e-04
 5.251263168807e+00   +4.580464083216e+02   -1.1964e+00   +8.0807e-04   +1.0756e-01   -6.5523e-03   +2.8604e-04
 5.255985176136e+00   +4.596972291363e+02   -1.2008e+00   +8.0958e-04   +1.0795e-01   -6.5776e-03   +2.8729e-04
 5.260711429558e+00   +4.613539976702e+02   -1.2051e+00   +8.1110e-04   +1.0834e-01   -6.6031e-03   +2.8856e-04
 5.265441932892e+00   +4.630167353487e+02   -1.2095e+00   +8.1262e-04   +1.0873e-01   -6.6286e-03   +2.8982e-04
 5.270176689958e+00   +4.646854636745e+02   -1.2139e+00   +8.1414e-04   +1.0912e-01   -6.6543e-03   +2.9110e-04
 5.274915704583e+00   +4.663602042277e+02   -1.2183e+00   +8.1567e-04   +1.0952e-01   -6.6800e-03   +2.9238e-04
 5.279658980594e+00   +4.680409786660e+02   -1.2227e+00   +8.1719e-04   +1.0991e-01   -6.7059e-03   +2.9366e-04
 5.284406521823e+00   +4.697278087253e+02   -1.2271e+00   +8.1873e-04   +1.1031e-01   -6.7318e-03   +2.9495e-04
 5.289158332106e+00   +4.714207162198e+02   -1.2315e+00   +8.2026e-04   +1.1071e-01   -6.7579e-03   +2.9625e-04
 5.293914415282e+00   +4.731197230420e+02   -1.2360e+00   +8.2180e-04   +1.1110e-01   -6.7840e-03   +2.9755e-04
 5.298674775192e+00   +4.748248511635e+02   -1.2405e+00   +8.2334e-04   +1.1151e-01   -6.8102e-03   +2.9886e-04
 5.303439415683e+00   +4.765361226351e+02   -1.2450e+00   +8.2488e-04   +1.1191e-01   -6.8366e-03   +3.0017e-04
 5.308208340603e+00   +4.782535595869e+02   -1.2494e+00   +8.2642e-04   +1.1231e-01   -6.8630e-03   +3.0149e-04
 5.312981553806e+00   +4.799771842286e+02   -1.2540e+00   +8.2797e-04   +1.1272e-01   -6.8896e-03   +3.0281e-04
 5.317759059146e+00   +4.817070188501e+02   -1.2585e+00   +8.2952e-04   +1.1312e-01   -6.9162e-03   +3.0414e-04
 5.322540860485e+00   +4.834430858216e+02   -1.2631e+00   +8.3108e-04   +1.1353e-01   -6.9430e-03   +3.0547e-04
 5.327326961685e+00   +4.851854075936e+02   -1.2676e+00   +8.3263e-04   +1.1394e-01   -6.9698e-03   +3.0681e-04
 5.332117366612e+00   +4.869340066979e+02   -1.2722e+00   +8.3419e-04   +1.1435e-01   -6.9968e-03   +3.0816e-04
 5.336912079136e+00   +4.886889057471e+02   -1.2768e+00   +8.3575e-04   +1.1476e-01   -7.0238e-03   +3.0951e-04
 5.341711103131e+00   +4.904501274353e+02   -1.2814e+00   +8.3732e-04   +1.1518e-01   -7.0510e-03   +3.1087e-04
 5.346514442473e+00   +4.922176945385e+02   -1.2861e+00   +8.3889e-04   +1.1559e-01   -7.0783e-03   +3.1223e-04
 5.351322101044e+00   +4.939916299147e+02   -1.2908e+00   +8.4046e-04   +1.1601e-01   -7.1056e-03   +3.1360e-04
 5.356134082727e+00   +4.957719565041e+02   -1.2954e+00   +8.4203e-04   +1.1643e-01   -7.1331e-03   +3.1498e-04
 5.360950391409e+00   +4.975586973296e+02   -1.3001e+00   +8.4361e-04   +1.1685e-01   -7.1607e-03   +3.1636e-04
 5.365771030982e+00   +4.993518754972e+02   -1.3048e+00   +8.4519e-04   +1.1727e-01   -7.1884e-03   +3.1774e-04
 5.370596005339e+00   +5.011515141958e+02   -1.3095e+00   +8.4677e-04   +1.1769e-01   -7.2162e-03   +3.1914e-04
 5.375425318379e+00   +5.029576366981e+02   -1.3143e+00   +8.4835e-04   +1.1811e-01   -7.2441e-03   +3.2054e-04
 5.380258974003e+00   +5.047702663604e+02   -1.3190e+00   +8.4994e-04   +1.1854e-01   -7.2721e-03   +3.2194e-04
 5.385096976116e+00   +5.065894266235e+02   -1.3238e+00   +8.5153e-04   +1.1897e-01   -7.3002e-03   +3.2335e-04
 5.389939328627e+00   +5.084151410122e+02   -1.3286e+00   +8.5313e-04   +1.1940e-01   -7.3284e-03   +3.2477e-04
 5.394786035446e+00   +5.102474331362e+02   -1.3334e+00   +8.5472e-04   +1.1983e-01   -7.3568e-03   +3.2619e-04
 5.399637100491e+00   +5.120863266905e+02   -1.3382e+00   +8.5632e-04   +1.2026e-01   -7.3852e-03   +3.2762e-04
 5.404492527679e+00   +5.139318454549e+02   -1.3431e+00   +8.5793e-04   +1.2069e-01   -7.4138e-03   +3.2905e-04
 5.409352320933e+00   +5.157840132955e+02   -1.3479e+00   +8.5953e-04   +1.2113e-01   -7.4424e-03   +3.3049e-04
 5.414216484180e+00   +5.176428541638e+02   -1.3528e+00   +8.6114e-04   +1.2157e-01   -7.4712e-03   +3.3194e-04
 5.419085021348e+00   +5.195083920979e+02   -1.3577e+00   +8.6275e-04   +1.2200e-01   -7.5001e-03   +3.3339e-04
 5.423957936371e+00   +5.213806512223e+02   -1.3626e+00   +8.6437e-04   +1.2244e-01   -7.5291e-03   +3.3485e-04
 5.428835233186e+00   +5.232596557487e+02   -1.3676e+00   +8.6598e-04   +1.2288e-01   -7.5582e-03   +3.3632e-04
 5.433716915733e+00   +5.251454299757e+02   -1.3725e+00   +8.6760e-04   +1.2333e-01   -7.5874e-03   +3.3779e-04
 5.438602987954e+00   +5.270379982894e+02   -1.3775e+00   +8.6923e-04   +1.2377e-01   -7.6168e-03   +3.3926e-04
 5.443493453799e+00   +5.289373851640e+02   -1.3824e+00   +8.7085e-04   +1.2422e-01   -7.6462e-03   +3.4075e-04
 5.448388317217e+00   +5.308436151617e+02   -1.3875e+00   +8.7248e-04   +1.2467e-01   -7.6758e-03   +3.4224e-04
 5.453287582163e+00   +5.327567129333e+02   -1.3925e+00   +8.7411e-04   +1.2512e-01   -7.7054e-03   +3.4374e-04
 5.458191252594e+00   +5.346767032180e+02   -1.3975e+00   +8.7575e-04   +1.2557e-01   -7.7352e-03   +3.4524e-04
 5.463099332473e+00   +5.366036108446e+02   -1.4026e+00   +8.7739e-04   +1.2602e-01   -7.7651e-03   +3.4675e-04
 5.468011825764e+00   +5.385374607312e+02   -1.4077e+00   +8.7903e-04   +1.2648e-01   -7.7951e-03   +3.4826e-04
 5.472928736436e+00   +5.404782778854e+02   -1.4127e+00   +8.8067e-04   +1.2693e-01   -7.8253e-03   +3.4978e-04
 5.477850068461e+00   +5.424260874051e+02   -1.4179e+00   +8.8232e-04   +1.2739e-01   -7.8555e-03   +3.5131e-04
 5.482775825815e+00   +5.443809144787e+02   -1.4230e+00   +8.8397e-04   +1.2785e-01   -7.8859e-03   +3.5285e-04
 5.487706012476e+00   +5.463427843850e+02   -1.4281e+00   +8.8562e-04   +1.2831e-01   -7.9163e-03   +3.5439e-04
 5.492640632429e+00   +5.483117224942e+02   -1.4333e+00   +8.8728e-04   +1.2877e-01   -7.9469e-03   +3.5594e-04
 5.497579689659e+00   +5.502877542676e+02   -1.4385e+00   +8.8894e-04   +1.2923e-01   -7.9776e-03   +3.5749e-04
 5.502523188157e+00   +5.522709052584e+02   -1.4437e+00   +8.9060e-04   +1.2970e-01   -8.0085e-03   +3.5905e-04
 5.507471131915e+00   +5.542612011117e+02   -1.4489e+00   +8.9226e-04   +1.3017e-01   -8.0394e-03   +3.6062e-04
 5.512423524933e+00   +5.562586675652e+02   -1.4542e+00   +8.9393e-04   +1.3064e-01   -8.0705e-03   +3.6219e-04
 5.517380371209e+00   +5.582633304491e+02   -1.4594e+00   +8.9560e-04   +1.3111e-01   -8.1017e-03   +3.6377e-04
 5.522341674749e+00   +5.602752156866e+02   -1.4647e+00   +8.9728e-04   +1.3158e-01   -8.1330e-03   +3.6536e-04
 5.527307439561e+00   +5.622943492945e+02   -1.4700e+00   +8.9895e-04   +1.3206e-01   -8.1644e-03   +3.6696e-04
 5.532277669656e+00   +5.643207573832e+02   -1.4753e+00   +9.0063e-04   +1.3253e-01   -8.1960e-03   +3.6856e-04
 5.537252369049e+00   +5.663544661570e+02   -1.4807e+00   +9.0232e-04   +1.3301e-01   -8.2276e-03   +3.7016e-04
 5.542231541760e+00   +5.683955019148e+02   -1.4860e+00   +9.0400e-04   +1.3349e-01   -8.2594e-03   +3.7178e-04
 5.547215191811e+00   +5.704438910502e+02   -1.4914e+00   +9.0569e-04   +1.3397e-01   -8.2913e-03   +3.7340e-04
 5.552203323228e+00   +5.724996600517e+02   -1.4968e+00   +9.0739e-04   +1.3445e-01   -8.3234e-03   +3.7503e-04
 5.557195940040e+00   +5.745628355034e+02   -1.5022e+00   +9.0908e-04   +1.3494e-01   -8.3555e-03   +3.7666e-04
 5.562193046282e+00   +5.766334440850e+02   -1.5076e+00   +9.1078e-04   +1.3542e-01   -8.3878e-03   +3.7831e-04
 5.567194645989e+00   +5.787115125726e+02   -1.5131e+00   +9.1248e-04   +1.3591e-01   -8.4202e-03   +3.7995e-04
 5.572200743203e+00   +5.807970678383e+02   -1.5186e+00   +9.1419e-04   +1.3640e-01   -8.4528e-03   +3.8161e-04
 5.577211341968e+00   +5.828901368513e+02   -1.5241e+00   +9.1590e-04   +1.3689e-01   -8.4854e-03   +3.8327e-04
 5.582226446332e+00   +5.849907466779e+02   -1.5296e+00   +9.1761e-04   +1.3739e-01   -8.5182e-03   +3.8494e-04
 5.587246060345e+00   +5.870989244819e+02   -1.5351e+00   +9.1932e-04   +1.3788e-01   -8.5511e-03   +3.8662e-04
 5.592270188064e+00   +5.892146975248e+02   -1.5407e+00   +9.2104e-04   +1.3838e-01   -8.5842e-03   +3.8830e-04
 5.597298833547e+00   +5.913380931664e+02   -1.5462e+00   +9.2276e-04   +1.3888e-01   -8.6173e-03   +3.8999e-04
 5.602332000856e+00   +5.934691388651e+02   -1.5518e+00   +9.2448e-04   +1.3938e-01   -8.6506e-03   +3.9169e-04
 5.607369694058e+00   +5.956078621781e+02   -1.5575e+00   +9.2621e-04   +1.3988e-01   -8.6840e-03   +3.9340e-04
 5.612411917222e+00   +5.977542907620e+02   -1.5631e+00   +9.2794e-04   +1.4039e-01   -8.7176e-03   +3.9511e-04
 5.617458674422e+00   +5.999084523728e+02   -1.5688e+00   +9.2967e-04   +1.4089e-01   -8.7513e-03   +3.9683e-04
 5.622509969735e+00   +6.020703748667e+02   -1.5744e+00   +9.3141e-04   +1.4140e-01   -8.7851e-03   +3.9856e-04
 5.627565807241e+00   +6.042400862001e+02   -1.5801e+00   +9.3315e-04   +1.4191e-01   -8.8190e-03   +4.0029e-04
 5.632626191025e+00   +6.064176144301e+02   -1.5858e+00   +9.3489e-04   +1.4242e-01   -8.8531e-03   +4.0203e-04
 5.637691125175e+00   +6.086029877150e+02   -1.5916e+00   +9.3664e-04   +1.4294e-01   -8.8873e-03   +4.0378e-04
 5.642760613783e+00   +6.107962343144e+02   -1.5973e+00   +9.3838e-04   +1.4345e-01   -8.9216e-03   +4.0554e-04
 5.647834660944e+00   +6.129973825897e+02   -1.6031e+00   +9.4014e-04   +1.4397e-01   -8.9561e-03   +4.0730e-04
 5.652913270757e+00   +6.152064610044e+02   -1.6089e+00   +9.4189e-04   +1.4449e-01   -8.9906e-03   +4.0908e-04
 5.657996447325e+00   +6.174234981247e+02   -1.6147e+00   +9.4365e-04   +1.4501e-01   -9.0254e-03   +4.1085e-04
 5.663084194755e+00   +6.196485226195e+02   -1.6206e+00   +9.4541e-04   +1.4553e-01   -9.0602e-03   +4.1264e-04
 5.668176517157e+00   +6.218815632611e+02   -1.6264e+00   +9.4718e-04   +1.4606e-01   -9.0952e-03   +4.1443e-04
 5.673273418644e+00   +6.241226489254e+02   -1.6323e+00   +9.4894e-04   +1.4658e-01   -9.1304e-03   +4.1623e-04
 5.678374903335e+00   +6.263718085923e+02   -1.6382e+00   +9.5071e-04   +1.4711e-01   -9.1656e-03   +4.1804e-04
 5.683480975350e+00   +6.286290713461e+02   -1.6442e+00   +9.5249e-04   +1.4764e-01   -9.2010e-03   +4.1986e-04
 5.688591638814e+00   +6.308944663758e+02   -1.6501e+00   +9.5427e-04   +1.4817e-01   -9.2365e-03   +4.2168e-04
 5.693706897857e+00   +6.331680229757e+02   -1.6561e+00   +9.5605e-04   +1.4871e-01   -9.2722e-03   +4.2352e-04
 5.698826756610e+00   +6.354497705453e+02   -1.6621e+00   +9.5783e-04   +1.4924e-01   -9.3080e-03   +4.2536e-04
 5.703951219210e+00   +6.377397385904e+02   -1.6681e+00   +9.5962e-04   +1.4978e-01   -9.3440e-03   +4.2720e-04
 5.709080289796e+00   +6.400379567227e+02   -1.6741e+00   +9.6141e-04   +1.5032e-01   -9.3800e-03   +4.2906e-04
 5.714213972513e+00   +6.423444546609e+02   -1.6802e+00   +9.6320e-04   +1.5086e-01   -9.4163e-03   +4.3092e-04
 5.719352271507e+00   +6.446592622305e+02   -1.6862e+00   +9.6500e-04   +1.5141e-01   -9.4526e-03   +4.3279e-04
 5.724495190929e+00   +6.469824093645e+02   -1.6923e+00   +9.6680e-04   +1.5195e-01   -9.4891e-03   +4.3467e-04
 5.729642734934e+00   +6.493139261037e+02   -1.6985e+00   +9.6861e-04   +1.5250e-01   -9.5258e-03   +4.3656e-04
 5.734794907681e+00   +6.516538425972e+02   -1.7046e+00   +9.7041e-04   +1.5305e-01   -9.5626e-03   +4.3845e-04
 5.739951713332e+00   +6.540021891026e+02   -1.7108e+00   +9.7222e-04   +1.5360e-01   -9.5995e-03   +4.4036e-04
 5.745113156053e+00   +6.563589959866e+02   -1.7170e+00   +9.7404e-04   +1.5416e-01   -9.6365e-03   +4.4227e-04
 5.750279240013e+00   +6.587242937250e+02   -1.7232e+00   +9.7585e-04   +1.5471e-01   -9.6738e-03   +4.4419e-04
 5.755449969387e+00   +6.610981129038e+02   -1.7294e+00   +9.7767e-04   +1.5527e-01   -9.7111e-03   +4.4611e-04
 5.760625348350e+00   +6.634804842188e+02   -1.7357e+00   +9.7950e-04   +1.5583e-01   -9.7486e-03   +4.4805e-04
 5.765805381085e+00   +6.658714384765e+02   -1.7419e+00   +9.8133e-04   +1.5639e-01   -9.7862e-03   +4.4999e-04
 5.770990071776e+00   +6.682710065944e+02   -1.7482e+00   +9.8316e-04   +1.5696e-01   -9.8240e-03   +4.5194e-04
